排名,名称,使用人数,使用率,使用率变化,胜场数,胜率
1,嘟嘟利,47,23.58%,-4.09%,670,72.2%
2,梦幻,47,19.44%,-7.97%,556,72.68%
3,甜冷美后,50,18.09%,7.44%,479,67.28%
4,魔墙人偶,52,14.66%,-9.8%,409,70.88%
5,勾魂眼,20,13.24%,0.0%,371,71.21%
5,索罗亚克,36,13.24%,-0.99%,351,67.37%
7,坚盾剑怪,34,6.81%,-2.72%,184,68.66%
8,玛力露丽,36,5.36%,-0.84%,156,73.93%
9,幸福蛋,20,5.34%,2.87%,143,68.1%
10,路卡利欧,35,5.13%,-2.48%,131,64.85%
11,冰伊布,19,4.67%,2.35%,126,68.48%
12,沙奈朵,28,4.37%,3.58%,118,68.6%
13,卡比兽,31,4.09%,1.63%,108,67.08%
14,妙蛙花,25,3.38%,-0.98%,90,67.67%
15,仙子伊布,36,3.33%,3.14%,96,73.28%
16,象牙猪,28,3.28%,-0.41%,92,71.32%
17,呆壳兽,26,3.07%,2.66%,93,76.86%
18,巨钳螳螂,24,3.05%,-0.16%,81,67.5%
19,妖火红狐,30,2.87%,0.51%,76,67.26%
20,水箭龟,26,2.57%,2.38%,68,67.33%
21,烈咬陆鲨,11,2.16%,-0.32%,57,67.06%
22,甲贺忍蛙,28,2.08%,-1.43%,55,67.07%
23,皮可西,14,2.06%,1.09%,49,60.49%
24,班基拉斯,15,1.7%,1.22%,45,67.16%
25,快龙,17,1.37%,0.7%,37,68.52%
26,白蓬蓬,15,1.12%,-2.1%,31,70.45%
27,喷火龙,19,1.09%,-0.46%,29,67.44%
28,阿勃梭鲁,14,1.04%,-0.78%,30,73.17%
28,闪焰王牌,13,1.04%,0.09%,34,82.93%
30,怪力,15,1.02%,-0.0%,28,70.0%
31,藏饱栗鼠,12,0.89%,0.46%,19,54.29%
32,古月鸟,12,0.84%,0.51%,19,57.58%
33,阿罗拉九尾,12,0.76%,-1.15%,18,60.0%
34,耿鬼,11,0.58%,-0.33%,17,73.91%
34,爆肌蚊,8,0.58%,-0.12%,17,73.91%
34,岩殿居蟹,7,0.58%,-0.07%,16,69.57%
37,皮卡丘,12,0.51%,-0.35%,12,60.0%
38,烈箭鹰,9,0.48%,-0.05%,15,78.95%
38,狙射树枭,13,0.48%,-0.15%,10,52.63%
38,铝钢龙,8,0.48%,-0.15%,15,78.95%
41,捷拉奥拉,8,0.41%,-0.35%,13,81.25%
42,太阳伊布,8,0.3%,0.17%,6,50.0%
43,朽木妖,8,0.23%,0.14%,6,66.67%
44,胖可丁,7,0.2%,-0.09%,4,50.0%
45,胡帕,5,0.18%,-0.27%,4,57.14%
