排名,名称,使用人数,使用率,使用率变化,胜场数,胜率
1,火焰鸡,83,16.47%,0.92%,551,74.97%
2,甜冷美后,64,7.04%,2.1%,227,72.29%
3,卡比兽,41,6.59%,3.26%,218,74.15%
4,路卡利欧,58,5.96%,1.22%,190,71.43%
5,千面避役,66,5.83%,1.46%,192,73.85%
6,阿勃梭鲁,58,4.98%,-0.08%,161,72.52%
7,叶伊布,59,4.8%,0.87%,150,70.09%
8,闪焰王牌,32,4.59%,1.87%,163,79.51%
9,嘟嘟利,54,4.53%,0.42%,146,72.28%
9,幸福蛋,38,4.53%,0.39%,150,74.26%
11,伽勒尔烈焰马,42,4.42%,-2.9%,143,72.59%
12,坚盾剑怪,52,4.19%,0.52%,133,71.12%
12,索罗亚克,55,4.19%,-0.39%,141,75.4%
14,月亮伊布,46,3.9%,0.65%,128,73.56%
15,甲贺忍蛙,47,3.74%,-0.67%,119,71.26%
16,水君,42,3.41%,0.77%,115,75.66%
17,红莲铠骑,41,3.23%,1.59%,112,77.78%
18,超梦Y,50,3.12%,0.37%,100,71.94%
19,皮可西,28,2.89%,-1.24%,100,77.52%
20,可达鸭,35,2.82%,0.26%,95,75.4%
20,烈箭鹰,42,2.82%,-1.43%,93,73.81%
22,梦幻,38,2.76%,0.3%,93,75.61%
23,巨钳螳螂,29,2.71%,0.85%,86,71.07%
24,烈咬陆鲨,44,2.44%,-1.35%,70,64.22%
25,胡帕,28,2.33%,0.59%,68,65.38%
26,爆肌蚊,33,2.06%,-0.91%,60,65.22%
27,霜奶仙,29,2.04%,0.39%,70,76.92%
28,苍炎刃鬼,34,1.99%,-0.17%,60,67.42%
29,捷拉奥拉,30,1.93%,-0.38%,63,73.26%
30,怪力,31,1.88%,0.14%,59,70.24%
31,冰伊布,27,1.82%,-0.42%,62,76.54%
32,谜拟丘,30,1.79%,0.6%,55,68.75%
33,白蓬蓬,23,1.73%,0.7%,58,75.32%
34,武道熊师,30,1.61%,0.91%,52,72.22%
35,象牙猪,24,1.55%,0.08%,53,76.81%
36,魔幻假面喵,18,1.52%,0.57%,52,76.47%
37,巨金怪,32,1.5%,-0.27%,51,76.12%
38,花疗环环,25,1.48%,-0.41%,46,69.7%
39,苍响,29,1.43%,0.73%,39,60.94%
40,沙奈朵,20,1.39%,0.16%,51,82.26%
41,水箭龟,23,1.34%,0.53%,49,81.67%
42,妖火红狐,18,1.17%,0.68%,36,69.23%
42,朽木妖,24,1.17%,0.29%,41,78.85%
44,狙射树枭,27,1.1%,0.48%,39,79.59%
44,拉普拉斯,18,1.1%,0.69%,39,79.59%
46,玛力露丽,18,1.05%,-0.13%,35,74.47%
46,达克莱伊,22,1.05%,0.43%,34,72.34%
46,巨锻匠,11,1.05%,0.26%,34,72.34%
49,妙蛙花,12,1.03%,0.12%,33,71.74%
50,密勒顿,21,1.01%,-0.3%,30,66.67%
51,喷火龙,23,0.99%,0.8%,32,72.73%
52,阿罗拉雷丘,17,0.9%,0.3%,34,85.0%
53,太阳伊布,20,0.83%,0.13%,26,70.27%
54,仙子伊布,18,0.74%,-0.08%,26,78.79%
55,耿鬼,11,0.69%,-0.86%,20,64.52%
55,呆壳兽,11,0.69%,-0.23%,21,67.74%
57,魔墙人偶,18,0.67%,0.13%,26,86.67%
58,快龙,10,0.49%,-1.1%,15,68.18%
59,水晶灯火灵,11,0.45%,0.21%,19,95.0%
60,列阵兵,8,0.43%,0.28%,15,78.95%
60,班基拉斯,8,0.43%,-0.02%,14,73.68%
60,阿罗拉九尾,13,0.43%,0.0%,12,63.16%
60,暴鲤龙,11,0.43%,0.23%,13,68.42%
64,皮卡丘,14,0.4%,-0.07%,11,61.11%
64,勾魂眼,7,0.4%,0.1%,15,83.33%
66,凤王,12,0.36%,-0.05%,15,93.75%
67,胖可丁,11,0.31%,0.14%,13,92.86%
68,多龙巴鲁托,7,0.22%,-0.0%,10,100.0%
68,藏饱栗鼠,7,0.22%,-0.19%,6,60.0%
68,超梦X,7,0.22%,0.09%,7,70.0%
71,岩殿居蟹,7,0.16%,-0.04%,4,57.14%
72,铝钢龙,3,0.07%,0.01%,3,100.0%
73,古月鸟,2,0.04%,-0.19%,2,100.0%
74,黏美龙,1,0.02%,-0.06%,1,100.0%
