排名,名称,使用人数,使用率,使用率变化,胜场数,胜率
1,梦幻,69,20.0%,-2.64%,590,70.49%
2,苍响,57,16.34%,0.0%,494,72.22%
3,千面避役,80,13.41%,1.07%,398,70.94%
4,武道熊师,54,10.16%,0.76%,295,69.41%
5,皮可西,40,8.03%,-0.2%,258,76.79%
6,胡帕,41,7.93%,0.57%,208,62.65%
7,谜拟丘,43,6.4%,-1.45%,172,64.18%
8,水箭龟,57,6.14%,2.4%,183,71.21%
9,索罗亚克,49,6.12%,-1.49%,169,66.02%
10,朽木妖,41,4.95%,1.39%,141,68.12%
11,冰伊布,41,4.73%,-0.55%,129,65.15%
12,月亮伊布,46,4.66%,-0.67%,141,72.31%
13,嘟嘟利,44,4.37%,-0.2%,126,68.85%
14,路卡利欧,39,3.61%,2.37%,101,66.89%
15,火焰鸡,30,3.32%,-0.66%,93,66.91%
16,呆壳兽,32,3.3%,0.07%,100,72.46%
17,爆肌蚊,29,3.01%,-0.75%,85,67.46%
18,卡比兽,31,2.82%,-0.65%,75,63.56%
19,妙蛙花,42,2.51%,0.05%,67,63.81%
20,拉普拉斯,37,2.22%,0.48%,72,77.42%
21,妖火红狐,29,2.1%,1.31%,71,80.68%
22,幸福蛋,23,2.08%,0.82%,67,77.01%
22,叶伊布,28,2.08%,-0.29%,53,60.92%
24,花疗环环,27,1.7%,0.37%,45,63.38%
25,太阳伊布,23,1.65%,0.08%,50,72.46%
26,阿勃梭鲁,17,1.6%,0.01%,48,71.64%
27,白蓬蓬,16,1.48%,0.88%,45,72.58%
28,超梦Y,14,1.46%,-0.55%,49,80.33%
29,狙射树枭,25,1.31%,0.3%,37,67.27%
30,勾魂眼,13,1.24%,-1.01%,28,53.85%
31,魔墙人偶,14,1.12%,0.53%,38,80.85%
32,岩殿居蟹,21,1.03%,-0.56%,34,79.07%
33,阿罗拉九尾,14,0.91%,0.18%,22,57.89%
34,怪力,16,0.84%,0.57%,27,77.14%
35,坚盾剑怪,18,0.81%,-0.32%,24,70.59%
35,水晶灯火灵,15,0.81%,-0.01%,27,79.41%
37,喷火龙,10,0.74%,0.08%,25,80.65%
38,烈咬陆鲨,13,0.69%,0.01%,25,86.21%
39,皮卡丘,19,0.67%,0.03%,19,67.86%
40,沙奈朵,17,0.65%,0.18%,22,81.48%
41,甲贺忍蛙,17,0.62%,0.02%,20,76.92%
41,超梦X,7,0.62%,0.25%,23,88.46%
43,玛力露丽,11,0.57%,0.2%,20,83.33%
44,闪焰王牌,11,0.53%,-0.01%,16,72.73%
45,古月鸟,10,0.5%,0.1%,15,71.43%
46,烈箭鹰,8,0.41%,-0.48%,14,82.35%
46,甜冷美后,8,0.41%,-0.08%,12,70.59%
48,象牙猪,8,0.33%,0.09%,9,64.29%
49,快龙,8,0.29%,-0.58%,9,75.0%
50,黏美龙,7,0.26%,-0.29%,8,72.73%
51,巨钳螳螂,6,0.24%,-0.11%,7,70.0%
52,仙子伊布,7,0.19%,-0.32%,6,75.0%
53,藏饱栗鼠,6,0.17%,0.03%,6,85.71%
54,捷拉奥拉,5,0.14%,-0.56%,3,50.0%
54,胖可丁,5,0.14%,0.05%,4,66.67%
56,班基拉斯,5,0.12%,-0.08%,1,20.0%
57,耿鬼,4,0.1%,-0.24%,4,100.0%
58,铝钢龙,2,0.05%,-0.04%,1,50.0%
59,多龙巴鲁托,1,0.02%,-0.24%,1,100.0%
