排名,名称,使用人数,使用率,使用率变化,胜场数,胜率
1,火焰鸡,87,14.75%,0.0%,545,71.71%
2,武道熊师,71,11.56%,0.0%,417,69.97%
3,苍炎刃鬼,67,6.69%,0.0%,246,71.3%
4,千面避役,63,6.67%,0.0%,228,66.28%
5,月亮伊布,68,6.56%,0.0%,237,70.12%
6,叶伊布,59,5.94%,0.0%,224,73.2%
7,嘟嘟利,57,5.88%,0.0%,212,69.97%
8,梦幻,49,5.32%,0.0%,180,65.69%
9,甜冷美后,45,5.18%,0.0%,180,67.42%
10,朽木妖,52,5.16%,0.0%,181,68.05%
11,幸福蛋,37,4.73%,0.0%,168,68.85%
12,喷火龙,55,4.66%,0.0%,176,73.33%
13,甲贺忍蛙,52,4.02%,0.0%,145,70.05%
14,暴鲤龙,51,3.73%,0.0%,124,64.58%
15,谜拟丘,48,3.41%,0.0%,115,65.34%
15,白蓬蓬,38,3.41%,0.0%,123,69.89%
15,快龙,39,3.41%,0.0%,118,67.05%
18,索罗亚克,34,3.14%,0.0%,110,67.9%
19,象牙猪,47,3.08%,0.0%,98,61.64%
20,古月鸟,42,2.87%,0.0%,91,61.49%
21,呆壳兽,37,2.79%,0.0%,114,79.17%
22,胡帕,26,2.6%,0.0%,92,68.66%
23,捷拉奥拉,30,2.29%,0.0%,77,65.25%
24,烈咬陆鲨,35,2.23%,0.0%,85,73.91%
25,妖火红狐,40,1.9%,0.0%,71,72.45%
26,路卡利欧,37,1.75%,0.0%,62,68.89%
26,巨钳螳螂,32,1.75%,0.0%,68,75.56%
28,闪焰王牌,12,1.67%,0.0%,56,65.12%
29,太阳伊布,35,1.63%,0.0%,55,65.48%
30,阿勃梭鲁,16,1.61%,0.0%,61,73.49%
31,爆肌蚊,27,1.59%,0.0%,49,59.76%
32,妙蛙花,25,1.49%,0.0%,49,63.64%
33,水晶灯火灵,27,1.32%,0.0%,46,67.65%
34,皮卡丘,34,1.28%,0.0%,54,81.82%
35,水箭龟,27,1.16%,0.0%,44,73.33%
36,卡比兽,13,1.11%,0.0%,38,66.67%
37,冰伊布,24,1.01%,0.0%,32,61.54%
38,坚盾剑怪,23,0.99%,0.0%,37,72.55%
39,巨金怪,28,0.97%,0.0%,32,64.0%
40,花疗环环,22,0.93%,0.0%,34,70.83%
41,岩殿居蟹,25,0.91%,0.0%,29,61.7%
41,凤王,24,0.91%,0.0%,27,57.45%
43,胖可丁,7,0.87%,0.0%,33,73.33%
44,勾魂眼,12,0.85%,0.0%,31,70.45%
45,皮可西,22,0.83%,0.0%,31,72.09%
46,魔墙人偶,26,0.81%,0.0%,27,64.29%
47,狙射树枭,25,0.8%,0.0%,31,75.61%
48,苍响,16,0.74%,0.0%,29,76.32%
49,沙奈朵,17,0.72%,0.0%,23,62.16%
50,怪力,19,0.7%,0.0%,23,63.89%
51,魔幻假面喵,13,0.56%,0.0%,23,79.31%
52,烈箭鹰,21,0.54%,0.0%,21,75.0%
53,仙子伊布,18,0.5%,0.0%,16,61.54%
54,耿鬼,14,0.49%,0.0%,19,76.0%
55,多龙巴鲁托,6,0.41%,0.0%,16,76.19%
56,黏美龙,11,0.29%,0.0%,10,66.67%
57,密勒顿,6,0.19%,0.0%,4,40.0%
57,班基拉斯,8,0.19%,0.0%,5,50.0%
59,超梦Y,6,0.16%,0.0%,5,62.5%
59,藏饱栗鼠,7,0.16%,0.0%,5,62.5%
59,玛力露丽,6,0.16%,0.0%,4,50.0%
59,拉普拉斯,5,0.16%,0.0%,3,37.5%
63,超梦X,5,0.14%,0.0%,7,100.0%
64,阿罗拉九尾,3,0.1%,0.0%,4,80.0%
65,列阵兵,1,0.08%,0.0%,3,75.0%
66,铝钢龙,2,0.06%,0.0%,3,100.0%
