排名,名称,使用人数,使用率,使用率变化,胜场数,胜率
1,火焰鸡,63,12.42%,2.59%,250,72.89%
2,嘟嘟利,51,8.94%,4.66%,183,74.09%
3,叶伊布,51,8.47%,1.44%,188,80.34%
4,千面避役,44,7.78%,-0.01%,168,78.14%
5,索罗亚克,41,5.36%,0.24%,97,65.54%
6,超梦Y,45,5.25%,-1.24%,101,69.66%
7,坚盾剑怪,46,5.07%,-0.12%,103,73.57%
7,烈咬陆鲨,45,5.07%,-2.18%,99,70.71%
9,水君,26,4.82%,0.7%,99,74.44%
10,卡比兽,32,4.78%,-1.22%,97,73.48%
11,甜冷美后,37,4.63%,-0.83%,93,72.66%
11,烈箭鹰,41,4.63%,1.08%,89,69.53%
13,阿勃梭鲁,36,4.24%,-0.03%,80,68.38%
14,巨金怪,29,3.66%,-1.88%,78,77.23%
15,耿鬼,16,3.62%,1.64%,83,83.0%
16,武道熊师,24,3.48%,1.44%,73,76.04%
17,巨钳螳螂,22,3.33%,0.24%,67,72.83%
18,捷拉奥拉,17,3.15%,1.19%,58,66.67%
19,路卡利欧,34,3.01%,1.17%,54,65.06%
20,爆肌蚊,31,2.93%,-1.97%,56,69.14%
21,可达鸭,26,2.82%,-2.59%,60,76.92%
22,月亮伊布,24,2.79%,-4.46%,49,63.64%
22,岩殿居蟹,30,2.79%,1.54%,54,70.13%
24,苍响,23,2.75%,-1.29%,50,65.79%
25,伽勒尔烈焰马,25,2.64%,0.44%,59,80.82%
26,甲贺忍蛙,26,2.61%,-0.26%,55,76.39%
27,谜拟丘,22,2.53%,0.33%,51,72.86%
28,胡帕,23,2.5%,-1.62%,55,79.71%
29,水箭龟,26,2.35%,-1.93%,43,66.15%
30,阿罗拉雷丘,14,2.14%,-0.95%,46,77.97%
31,幸福蛋,20,1.96%,-0.74%,42,77.78%
32,怪力,21,1.88%,0.93%,39,75.0%
33,勾魂眼,15,1.85%,0.62%,43,84.31%
34,白蓬蓬,14,1.77%,-0.14%,36,73.47%
35,朽木妖,18,1.7%,-0.18%,28,59.57%
36,冰伊布,16,1.67%,-0.34%,38,82.61%
37,拉普拉斯,15,1.59%,-0.76%,29,65.91%
37,魔幻假面喵,12,1.59%,0.25%,34,77.27%
39,苍炎刃鬼,12,1.52%,0.1%,36,85.71%
39,密勒顿,21,1.52%,-0.81%,26,61.9%
39,梦幻,21,1.52%,-1.57%,29,69.05%
39,班基拉斯,19,1.52%,0.59%,31,73.81%
43,象牙猪,17,1.45%,-1.2%,27,67.5%
43,妙蛙花,16,1.45%,0.13%,30,75.0%
43,达克莱伊,23,1.45%,-0.34%,28,70.0%
46,皮可西,12,1.19%,-2.14%,27,81.82%
46,快龙,20,1.19%,0.29%,24,72.73%
48,太阳伊布,17,1.16%,-0.12%,19,59.38%
49,暴鲤龙,14,1.12%,-3.8%,26,83.87%
50,妖火红狐,12,1.09%,0.55%,23,76.67%
51,花疗环环,15,1.01%,-0.77%,23,82.14%
51,闪焰王牌,12,1.01%,-0.51%,18,64.29%
53,玛力露丽,7,0.94%,-0.21%,20,76.92%
53,狙射树枭,18,0.94%,-0.21%,18,69.23%
55,红莲铠骑,15,0.8%,-0.75%,18,81.82%
56,魔墙人偶,13,0.76%,-0.42%,13,61.9%
57,藏饱栗鼠,15,0.69%,0.47%,14,73.68%
58,列阵兵,9,0.58%,-0.06%,13,81.25%
59,凤王,12,0.51%,-0.62%,12,85.71%
59,皮卡丘,10,0.51%,-0.33%,8,57.14%
61,巨锻匠,13,0.47%,0.13%,11,84.62%
61,喷火龙,7,0.47%,-0.34%,9,69.23%
63,水晶灯火灵,9,0.43%,0.14%,8,66.67%
63,呆壳兽,9,0.43%,-0.55%,8,66.67%
63,沙奈朵,11,0.43%,-0.72%,8,66.67%
66,古月鸟,5,0.25%,-0.16%,5,71.43%
67,多龙巴鲁托,4,0.22%,0.19%,5,83.33%
68,阿罗拉九尾,3,0.18%,-0.31%,3,60.0%
69,仙子伊布,2,0.11%,-0.04%,2,66.67%
70,胖可丁,2,0.07%,-0.12%,2,100.0%
71,铝钢龙,1,0.04%,-0.01%,0,0.0%
71,超梦X,1,0.04%,-1.04%,1,100.0%
