排名,名称,使用人数,使用率,使用率变化,胜场数,胜率
1,超梦Y,64,45.92%,25.25%,2146,75.43%
2,幸福蛋,57,12.12%,7.44%,574,76.43%
3,拉普拉斯,69,10.36%,0.65%,462,71.96%
4,苍响,49,9.86%,-3.58%,444,72.67%
5,千面避役,57,6.94%,-0.06%,296,68.84%
6,月亮伊布,41,6.52%,1.54%,292,72.28%
7,叶伊布,47,5.28%,1.33%,216,66.06%
8,武道熊师,36,4.34%,-0.11%,166,61.71%
9,皮可西,28,4.31%,-2.8%,187,70.04%
10,梦幻,45,4.13%,-1.13%,184,71.88%
11,妙蛙花,46,3.6%,-0.85%,165,73.99%
12,索罗亚克,39,3.39%,-0.72%,140,66.67%
13,超梦X,41,3.24%,-13.68%,121,60.2%
14,阿罗拉九尾,39,2.7%,-3.64%,121,72.46%
15,烈咬陆鲨,17,2.61%,-1.37%,121,74.69%
16,妖火红狐,37,2.6%,-0.01%,98,60.87%
17,卡比兽,16,2.36%,1.42%,109,74.66%
18,冰伊布,24,2.18%,-0.58%,90,66.67%
19,嘟嘟利,35,2.11%,0.0%,78,59.54%
20,沙奈朵,25,2.03%,-0.06%,90,71.43%
21,白蓬蓬,22,1.97%,-2.0%,92,75.41%
21,怪力,26,1.97%,0.78%,90,73.77%
23,呆壳兽,23,1.81%,0.57%,72,64.29%
24,胡帕,18,1.6%,-0.23%,62,62.63%
25,水箭龟,27,1.45%,-1.32%,59,65.56%
26,路卡利欧,28,1.21%,0.13%,48,64.0%
27,太阳伊布,19,1.18%,-1.31%,47,64.38%
28,岩殿居蟹,19,1.13%,-1.58%,44,62.86%
29,水晶灯火灵,21,1.08%,0.15%,43,64.18%
30,爆肌蚊,19,1.03%,0.13%,41,64.06%
31,烈箭鹰,14,0.84%,0.1%,34,65.38%
31,勾魂眼,13,0.84%,0.42%,32,61.54%
33,花疗环环,14,0.74%,-0.71%,30,65.22%
34,巨钳螳螂,18,0.69%,0.31%,33,76.74%
34,捷拉奥拉,14,0.69%,0.32%,28,65.12%
36,朽木妖,17,0.68%,-0.39%,27,64.29%
37,耿鬼,6,0.66%,0.6%,26,63.41%
38,黏美龙,11,0.58%,-0.11%,21,58.33%
39,班基拉斯,11,0.53%,0.23%,25,75.76%
40,魔墙人偶,11,0.52%,0.27%,23,71.88%
40,仙子伊布,7,0.52%,0.16%,21,65.62%
42,狙射树枭,16,0.39%,-0.06%,14,58.33%
43,喷火龙,6,0.29%,0.19%,15,83.33%
43,甲贺忍蛙,8,0.29%,-0.16%,12,66.67%
45,坚盾剑怪,9,0.27%,0.11%,12,70.59%
46,古月鸟,6,0.26%,-0.19%,12,75.0%
46,皮卡丘,12,0.26%,0.05%,10,62.5%
48,阿勃梭鲁,6,0.23%,0.0%,8,57.14%
48,闪焰王牌,10,0.23%,0.0%,11,78.57%
50,象牙猪,7,0.15%,-0.44%,5,55.56%
50,玛力露丽,7,0.15%,0.05%,8,88.89%
52,快龙,6,0.13%,0.02%,2,25.0%
53,甜冷美后,7,0.11%,-0.1%,5,71.43%
54,胖可丁,6,0.1%,-0.15%,3,50.0%
54,铝钢龙,3,0.1%,0.0%,6,100.0%
56,藏饱栗鼠,3,0.06%,-0.08%,2,50.0%
57,多龙巴鲁托,3,0.05%,0.0%,2,66.67%
