排名,名称,使用人数,使用率,使用率变化,胜场数,胜率
1,武道熊师,59,22.04%,0.11%,601,74.11%
2,巨钳螳螂,54,19.35%,2.09%,538,75.56%
3,梦幻,57,17.34%,-2.14%,480,75.24%
4,嘟嘟利,46,14.92%,-0.73%,387,70.49%
5,勾魂眼,40,13.73%,-1.74%,381,75.45%
6,甲贺忍蛙,32,7.91%,-1.58%,191,65.64%
7,魔墙人偶,45,7.53%,-0.1%,201,72.56%
8,妖火红狐,44,6.85%,1.35%,192,76.19%
9,卡比兽,30,5.38%,2.19%,152,76.77%
10,幸福蛋,29,4.89%,0.29%,141,78.33%
11,路卡利欧,31,4.68%,-1.58%,113,65.7%
12,沙奈朵,30,3.89%,0.98%,99,69.23%
13,象牙猪,29,3.7%,0.65%,103,75.74%
14,阿罗拉九尾,14,3.56%,2.5%,91,69.47%
15,白蓬蓬,24,3.51%,0.93%,99,76.74%
16,冰伊布,21,3.48%,-0.49%,89,69.53%
17,呆壳兽,25,3.1%,1.73%,81,71.05%
17,多龙巴鲁托,25,3.1%,-2.57%,77,67.54%
19,甜冷美后,25,2.99%,-0.15%,81,73.64%
20,皮可西,13,2.58%,1.02%,62,65.26%
21,班基拉斯,20,2.39%,-0.13%,56,63.64%
22,藏饱栗鼠,14,2.23%,1.64%,57,69.51%
23,坚盾剑怪,26,2.15%,-0.99%,50,63.29%
24,怪力,26,2.12%,-1.16%,50,64.1%
25,太阳伊布,22,2.07%,0.55%,55,72.37%
26,古月鸟,29,2.04%,-2.33%,49,65.33%
27,狙射树枭,21,1.98%,0.92%,55,75.34%
28,玛力露丽,27,1.85%,-3.25%,37,54.41%
29,水箭龟,24,1.49%,-0.37%,34,61.82%
30,皮卡丘,17,1.47%,0.64%,40,74.07%
31,胡帕,9,1.44%,0.33%,40,75.47%
31,阿勃梭鲁,18,1.44%,-1.18%,29,54.72%
33,铝钢龙,5,1.3%,0.05%,36,75.0%
34,闪焰王牌,19,1.28%,-0.45%,31,65.96%
35,妙蛙花,17,1.25%,-0.33%,35,76.09%
36,爆肌蚊,20,1.22%,-0.17%,30,66.67%
37,仙子伊布,18,1.09%,0.4%,26,65.0%
38,烈箭鹰,20,1.03%,0.3%,28,73.68%
38,岩殿居蟹,11,1.03%,0.7%,26,68.42%
40,胖可丁,11,0.84%,-0.39%,19,61.29%
41,快龙,19,0.82%,-0.03%,21,70.0%
42,烈咬陆鲨,16,0.79%,-1.12%,21,72.41%
43,捷拉奥拉,8,0.71%,0.05%,18,69.23%
44,索罗亚克,12,0.68%,-2.44%,15,60.0%
45,喷火龙,5,0.54%,0.4%,13,65.0%
46,耿鬼,11,0.41%,-0.7%,8,53.33%
47,朽木妖,12,0.38%,-0.07%,11,78.57%
