排名,名称,使用人数,使用率,使用率变化,胜场数,胜率
1,索罗亚克,41,10.36%,0.08%,133,65.2%
2,火焰鸡,39,7.41%,0.07%,105,71.92%
3,梦幻,41,7.36%,0.09%,101,69.66%
4,魔幻假面喵,25,6.96%,0.55%,98,71.53%
5,白蓬蓬,25,6.2%,1.03%,89,72.95%
6,巨钳螳螂,27,5.74%,0.78%,78,69.03%
7,谜拟丘,38,5.69%,1.47%,76,67.86%
8,朽木妖,35,5.28%,0.59%,81,77.88%
9,爆肌蚊,31,5.23%,1.56%,79,76.7%
9,水箭龟,33,5.23%,-0.93%,71,68.93%
11,密勒顿,18,5.13%,0.78%,83,82.18%
12,叶伊布,39,5.08%,-0.06%,69,69.0%
13,胡帕,19,3.96%,1.9%,59,75.64%
14,太阳伊布,33,3.91%,1.42%,49,63.64%
15,千面避役,27,3.86%,-0.26%,57,75.0%
15,路卡利欧,29,3.86%,0.96%,48,63.16%
17,仙子伊布,31,3.56%,0.84%,44,62.86%
18,幸福蛋,26,3.4%,0.93%,43,64.18%
19,甜冷美后,18,3.0%,1.05%,43,72.88%
20,岩殿居蟹,26,2.79%,-0.65%,39,70.91%
21,捷拉奥拉,14,2.49%,1.15%,33,67.35%
21,超梦Y,13,2.49%,-0.21%,44,89.8%
23,冰伊布,21,2.44%,-1.37%,30,62.5%
23,月亮伊布,24,2.44%,-0.76%,33,68.75%
25,妖火红狐,25,2.39%,1.23%,34,72.34%
26,武道熊师,17,2.18%,0.85%,27,62.79%
27,暴鲤龙,19,2.13%,-0.86%,31,73.81%
28,快龙,15,2.08%,0.56%,28,68.29%
29,呆壳兽,17,1.98%,-0.19%,26,66.67%
30,嘟嘟利,13,1.83%,-0.17%,27,75.0%
31,阿勃梭鲁,12,1.63%,0.11%,24,75.0%
32,花疗环环,18,1.57%,0.42%,20,64.52%
33,妙蛙花,19,1.52%,0.12%,27,90.0%
34,怪力,15,1.37%,0.71%,16,59.26%
35,皮卡丘,11,1.17%,-0.01%,15,65.22%
35,古月鸟,10,1.17%,0.22%,20,86.96%
35,苍响,10,1.17%,-1.35%,15,65.22%
35,烈咬陆鲨,8,1.17%,0.58%,18,78.26%
39,卡比兽,12,1.12%,0.08%,19,86.36%
39,狙射树枭,12,1.12%,-0.04%,14,63.64%
41,水晶灯火灵,10,1.02%,0.09%,15,75.0%
42,勾魂眼,8,0.81%,-0.71%,11,68.75%
42,皮可西,9,0.81%,0.4%,11,68.75%
44,烈箭鹰,11,0.76%,-0.03%,11,73.33%
45,玛力露丽,7,0.71%,0.42%,11,78.57%
45,喷火龙,10,0.71%,-0.35%,7,50.0%
45,魔墙人偶,9,0.71%,-0.08%,9,64.29%
45,胖可丁,6,0.71%,0.21%,11,78.57%
49,巨金怪,6,0.66%,0.14%,9,69.23%
49,象牙猪,8,0.66%,-0.9%,11,84.62%
51,甲贺忍蛙,10,0.56%,-0.1%,8,72.73%
52,多龙巴鲁托,5,0.51%,0.05%,8,80.0%
53,沙奈朵,7,0.41%,-0.55%,4,50.0%
54,耿鬼,7,0.36%,-0.35%,3,42.86%
55,坚盾剑怪,6,0.3%,-0.06%,4,66.67%
56,黏美龙,2,0.2%,0.11%,1,25.0%
56,闪焰王牌,3,0.2%,-0.25%,4,100.0%
56,超梦X,2,0.2%,-0.27%,2,50.0%
59,班基拉斯,3,0.15%,-0.21%,3,100.0%
59,藏饱栗鼠,3,0.15%,-0.14%,2,66.67%
59,拉普拉斯,3,0.15%,-0.14%,2,66.67%
59,阿罗拉九尾,3,0.15%,-0.16%,2,66.67%
63,铝钢龙,2,0.1%,-0.12%,1,50.0%
