排名,名称,使用人数,使用率,使用率变化,胜场数,胜率
1,苍炎刃鬼,84,10.09%,0.0%,523,72.34%
2,武道熊师,76,8.61%,0.0%,453,73.42%
3,火焰鸡,79,6.74%,0.0%,322,66.67%
4,喷火龙,73,6.49%,0.0%,358,76.99%
5,皮卡丘,75,6.4%,0.0%,314,68.41%
6,甜冷美后,66,6.32%,0.0%,325,71.74%
7,甲贺忍蛙,62,4.76%,0.0%,255,74.78%
8,象牙猪,63,4.63%,0.0%,225,67.77%
9,朽木妖,53,4.41%,0.0%,229,72.47%
10,月亮伊布,63,4.12%,0.0%,222,75.25%
10,暴鲤龙,52,4.12%,0.0%,214,72.54%
12,谜拟丘,53,3.63%,0.0%,180,69.23%
13,幸福蛋,33,3.56%,0.0%,176,69.02%
14,耿鬼,36,3.35%,0.0%,171,71.25%
15,密勒顿,45,3.03%,0.0%,160,73.73%
16,嘟嘟利,51,2.92%,0.0%,157,75.12%
17,路卡利欧,42,2.79%,0.0%,151,75.5%
18,叶伊布,47,2.71%,0.0%,126,64.95%
19,白蓬蓬,33,2.6%,0.0%,150,80.65%
20,苍响,46,2.46%,0.0%,122,69.32%
21,阿勃梭鲁,27,2.13%,0.0%,115,75.16%
22,巨钳螳螂,35,2.11%,0.0%,103,68.21%
23,索罗亚克,30,2.07%,0.0%,96,64.86%
24,千面避役,47,2.01%,0.0%,97,67.36%
25,梦幻,44,1.97%,0.0%,97,68.79%
26,烈咬陆鲨,33,1.79%,0.0%,90,70.31%
27,凤王,31,1.67%,0.0%,90,75.0%
28,胡帕,26,1.59%,0.0%,81,71.05%
29,妙蛙花,33,1.58%,0.0%,81,71.68%
30,捷拉奥拉,31,1.49%,0.0%,77,71.96%
31,快龙,32,1.44%,0.0%,73,70.87%
32,呆壳兽,36,1.38%,0.0%,83,83.84%
33,爆肌蚊,25,1.33%,0.0%,68,71.58%
34,花疗环环,26,1.23%,0.0%,63,71.59%
35,魔幻假面喵,22,1.17%,0.0%,62,73.81%
36,古月鸟,27,0.99%,0.0%,50,70.42%
37,魔墙人偶,27,0.91%,0.0%,40,61.54%
38,沙奈朵,16,0.87%,0.0%,45,72.58%
39,妖火红狐,27,0.85%,0.0%,50,81.97%
40,怪力,23,0.84%,0.0%,41,68.33%
41,太阳伊布,26,0.82%,0.0%,42,71.19%
42,胖可丁,12,0.75%,0.0%,43,79.63%
43,闪焰王牌,22,0.71%,0.0%,31,60.78%
44,皮可西,18,0.67%,0.0%,43,89.58%
45,仙子伊布,20,0.63%,0.0%,34,75.56%
46,水晶灯火灵,19,0.61%,0.0%,25,56.82%
47,水箭龟,19,0.6%,0.0%,38,88.37%
47,多龙巴鲁托,4,0.6%,0.0%,36,83.72%
49,岩殿居蟹,27,0.59%,0.0%,30,71.43%
49,烈箭鹰,17,0.59%,0.0%,32,76.19%
51,巨金怪,22,0.57%,0.0%,29,70.73%
52,冰伊布,16,0.56%,0.0%,25,62.5%
53,列阵兵,5,0.45%,0.0%,23,71.88%
54,坚盾剑怪,20,0.43%,0.0%,22,70.97%
55,勾魂眼,9,0.38%,0.0%,15,55.56%
56,超梦Y,14,0.36%,0.0%,18,69.23%
57,卡比兽,14,0.32%,0.0%,15,65.22%
57,狙射树枭,15,0.32%,0.0%,15,65.22%
57,拉普拉斯,7,0.32%,0.0%,17,73.91%
60,超梦X,11,0.29%,0.0%,13,61.9%
61,玛力露丽,10,0.21%,0.0%,9,60.0%
62,阿罗拉九尾,12,0.2%,0.0%,6,42.86%
63,黏美龙,5,0.08%,0.0%,6,100.0%
64,班基拉斯,4,0.07%,0.0%,3,60.0%
65,铝钢龙,2,0.04%,0.0%,1,33.33%
65,藏饱栗鼠,1,0.04%,0.0%,3,100.0%
