排名,名称,使用人数,使用率,使用率变化,胜场数,胜率
1,苍响,45,21.2%,-9.53%,748,77.75%
2,呆壳兽,54,13.11%,0.72%,414,69.58%
3,花疗环环,40,12.78%,0.03%,420,72.41%
4,太阳伊布,59,10.03%,-1.82%,338,74.29%
5,索罗亚克,40,8.24%,-1.23%,267,71.39%
6,武道熊师,46,7.93%,2.1%,250,69.44%
7,冰伊布,34,6.13%,-0.92%,202,72.66%
8,梦幻,36,5.77%,-0.51%,183,69.85%
9,妖火红狐,45,5.44%,-1.22%,184,74.49%
10,嘟嘟利,41,5.25%,0.1%,170,71.43%
11,怪力,37,4.67%,2.04%,151,71.23%
12,朽木妖,40,4.54%,-1.89%,150,72.82%
13,勾魂眼,36,3.92%,-3.37%,132,74.16%
14,喷火龙,29,3.64%,0.41%,112,67.88%
15,沙奈朵,30,3.35%,-1.55%,93,61.18%
16,水箭龟,45,3.26%,0.22%,103,69.59%
17,狙射树枭,31,3.13%,1.69%,90,63.38%
18,妙蛙花,34,3.09%,0.66%,106,75.71%
19,路卡利欧,38,2.95%,0.55%,99,73.88%
20,古月鸟,28,2.47%,0.27%,78,69.64%
21,皮可西,21,2.31%,0.14%,68,64.76%
22,胡帕,16,1.92%,1.09%,50,57.47%
23,巨钳螳螂,21,1.9%,1.25%,53,61.63%
23,白蓬蓬,24,1.9%,0.94%,56,65.12%
25,烈箭鹰,25,1.72%,0.42%,51,65.38%
26,阿勃梭鲁,21,1.65%,0.11%,44,58.67%
27,爆肌蚊,13,1.52%,0.56%,39,56.52%
28,烈咬陆鲨,17,1.48%,0.88%,43,64.18%
29,魔墙人偶,23,1.41%,0.05%,55,85.94%
30,班基拉斯,15,1.39%,0.96%,50,79.37%
31,卡比兽,14,1.34%,0.26%,47,77.05%
32,仙子伊布,22,1.23%,0.21%,36,64.29%
33,甲贺忍蛙,22,1.19%,-0.77%,36,66.67%
34,幸福蛋,18,1.17%,0.4%,34,64.15%
35,捷拉奥拉,12,1.06%,0.84%,32,66.67%
36,拉普拉斯,10,0.88%,0.0%,23,57.5%
37,藏饱栗鼠,12,0.62%,0.36%,19,67.86%
38,多龙巴鲁托,9,0.57%,-0.13%,16,61.54%
38,坚盾剑怪,15,0.57%,0.24%,19,73.08%
40,玛力露丽,5,0.48%,0.24%,15,68.18%
40,闪焰王牌,16,0.48%,0.06%,14,63.64%
42,象牙猪,13,0.46%,-0.19%,13,61.9%
43,皮卡丘,9,0.44%,0.14%,14,70.0%
44,胖可丁,8,0.4%,-1.1%,12,66.67%
45,耿鬼,10,0.35%,-0.05%,12,75.0%
46,甜冷美后,7,0.31%,0.12%,10,71.43%
47,铝钢龙,8,0.29%,0.2%,10,76.92%
48,黏美龙,8,0.26%,-0.01%,7,58.33%
49,阿罗拉九尾,8,0.24%,0.06%,8,72.73%
49,岩殿居蟹,7,0.24%,0.1%,7,63.64%
51,快龙,8,0.2%,0.13%,4,44.44%
