排名,名称,使用人数,使用率,使用率变化,胜场数,胜率
1,火焰鸡,115,11.89%,1.36%,902,73.21%
2,班基拉斯,95,11.23%,8.88%,857,73.63%
3,密勒顿,64,7.35%,0.0%,579,75.98%
4,朽木妖,107,7.14%,1.44%,556,75.14%
5,嘟嘟利,74,5.34%,-0.09%,395,71.43%
6,古月鸟,93,4.73%,-2.26%,369,75.31%
7,月亮伊布,90,4.44%,-0.64%,332,72.17%
8,超梦Y,52,4.41%,0.0%,345,75.49%
9,叶伊布,97,4.29%,-0.31%,320,71.91%
10,列阵兵,66,4.24%,-0.97%,332,75.63%
11,索罗亚克,74,4.06%,-0.61%,285,67.7%
12,仙子伊布,101,3.26%,-3.01%,229,67.75%
12,巨钳螳螂,76,3.26%,-1.63%,238,70.41%
14,苍响,54,3.13%,0.0%,225,69.44%
15,幸福蛋,62,3.02%,-1.62%,228,72.84%
16,胡帕,57,2.89%,-2.15%,214,71.33%
17,甜冷美后,57,2.26%,-4.45%,166,70.94%
18,白蓬蓬,56,2.19%,-2.51%,169,74.45%
19,路卡利欧,55,2.13%,-2.57%,158,71.49%
20,魔墙人偶,40,2.06%,-1.66%,156,72.9%
21,多龙巴鲁托,26,2.05%,1.58%,169,79.34%
22,玛力露丽,22,1.96%,1.68%,157,77.34%
23,沙奈朵,37,1.82%,-0.06%,149,78.84%
24,花疗环环,51,1.76%,0.06%,120,65.93%
25,捷拉奥拉,35,1.75%,0.68%,131,72.38%
26,太阳伊布,56,1.63%,-1.53%,127,75.15%
27,千面避役,46,1.52%,-2.96%,114,72.15%
28,阿勃梭鲁,40,1.51%,0.39%,106,67.52%
29,谜拟丘,41,1.37%,-1.76%,100,70.42%
30,快龙,44,1.3%,-3.21%,105,77.78%
31,魔幻假面喵,30,1.28%,-1.94%,94,70.68%
32,岩殿居蟹,42,1.2%,-0.09%,85,68.55%
33,烈箭鹰,32,1.19%,0.56%,90,73.17%
34,妖火红狐,42,1.15%,-0.04%,91,76.47%
35,暴鲤龙,39,1.14%,-2.03%,93,78.81%
36,勾魂眼,25,1.11%,0.36%,83,72.17%
37,甲贺忍蛙,40,1.08%,0.27%,76,67.86%
38,巨金怪,45,1.01%,-2.09%,68,64.76%
39,梦幻,40,1.0%,-2.38%,74,71.15%
40,超梦X,21,0.91%,0.0%,72,76.6%
41,狙射树枭,41,0.87%,-0.04%,63,70.0%
42,呆壳兽,43,0.83%,-0.2%,62,72.09%
43,皮卡丘,46,0.74%,-0.01%,59,76.62%
44,水箭龟,38,0.72%,-1.19%,55,73.33%
44,水晶灯火灵,35,0.72%,0.07%,53,70.67%
46,妙蛙花,43,0.7%,-1.52%,50,68.49%
46,怪力,36,0.7%,-0.27%,47,64.38%
48,冰伊布,35,0.68%,-1.05%,56,80.0%
49,象牙猪,31,0.64%,-1.56%,49,74.24%
50,闪焰王牌,30,0.63%,-1.54%,46,70.77%
51,坚盾剑怪,31,0.52%,-2.3%,35,64.81%
52,卡比兽,30,0.51%,-1.24%,34,64.15%
53,耿鬼,16,0.5%,0.06%,32,61.54%
54,爆肌蚊,24,0.48%,-1.02%,27,54.0%
55,阿罗拉九尾,23,0.39%,-0.02%,31,77.5%
56,喷火龙,24,0.38%,-0.22%,21,53.85%
57,皮可西,20,0.34%,-0.13%,28,80.0%
58,烈咬陆鲨,16,0.33%,-0.93%,29,85.29%
59,胖可丁,15,0.28%,-0.0%,22,75.86%
60,黏美龙,21,0.27%,-0.14%,18,64.29%
61,武道熊师,14,0.21%,-0.82%,14,63.64%
62,藏饱栗鼠,10,0.15%,-0.03%,8,50.0%
63,拉普拉斯,11,0.13%,-0.13%,10,76.92%
64,铝钢龙,6,0.12%,-0.35%,7,58.33%
