排名,名称,使用人数,使用率,使用率变化,胜场数,胜率
1,千面避役,80,10.1%,3.27%,595,73.37%
2,索罗亚克,72,8.4%,2.42%,473,70.07%
3,皮可西,69,7.44%,1.8%,429,71.74%
4,冰伊布,86,7.38%,1.94%,433,73.02%
5,火焰鸡,63,6.42%,0.69%,368,71.32%
6,路卡利欧,81,5.85%,1.39%,339,72.13%
7,叶伊布,84,5.18%,1.67%,292,70.19%
8,沙奈朵,65,4.93%,-1.84%,295,74.49%
9,多龙巴鲁托,46,4.74%,-2.58%,271,71.13%
10,梦幻,64,4.31%,1.54%,234,67.63%
11,朽木妖,55,3.93%,0.12%,227,71.84%
12,爆肌蚊,61,3.85%,-0.79%,230,74.43%
12,嘟嘟利,59,3.85%,1.9%,211,68.28%
14,水箭龟,84,3.8%,0.04%,213,69.84%
15,快龙,55,3.67%,0.02%,207,70.17%
16,阿勃梭鲁,43,3.39%,0.28%,188,69.12%
17,月亮伊布,52,3.16%,0.47%,182,71.65%
18,谜拟丘,63,2.86%,0.02%,163,70.87%
19,胡帕,44,2.69%,0.56%,147,68.06%
20,魔幻假面喵,40,2.56%,0.13%,163,79.13%
21,妙蛙花,55,2.49%,1.02%,148,74.0%
22,卡比兽,34,2.34%,0.45%,140,74.47%
23,魔墙人偶,47,2.18%,1.41%,132,75.43%
23,捷拉奥拉,29,2.18%,-0.04%,125,71.43%
25,仙子伊布,57,2.15%,0.76%,120,69.36%
26,太阳伊布,56,2.08%,-1.02%,115,68.86%
27,象牙猪,36,1.94%,0.45%,119,76.28%
28,狙射树枭,51,1.93%,-0.06%,117,75.48%
29,岩殿居蟹,51,1.92%,-0.73%,113,73.38%
30,水晶灯火灵,40,1.59%,-0.33%,95,74.22%
31,武道熊师,40,1.43%,0.03%,85,73.91%
32,白蓬蓬,37,1.42%,-1.04%,74,64.91%
33,幸福蛋,41,1.38%,-0.16%,81,72.97%
34,烈箭鹰,34,1.31%,-0.36%,67,63.81%
35,巨金怪,31,1.23%,-0.67%,68,68.69%
36,呆壳兽,41,1.18%,-0.53%,65,68.42%
37,勾魂眼,20,1.15%,0.11%,68,73.91%
37,耿鬼,20,1.15%,0.06%,66,71.74%
39,古月鸟,37,1.11%,0.11%,69,77.53%
40,烈咬陆鲨,33,1.1%,0.15%,59,67.05%
41,阿罗拉九尾,36,1.07%,-0.35%,66,76.74%
42,妖火红狐,34,1.01%,0.22%,58,71.6%
43,皮卡丘,38,0.95%,-0.2%,44,57.89%
44,甜冷美后,30,0.91%,-0.09%,52,71.23%
45,巨钳螳螂,28,0.87%,0.22%,48,68.57%
46,花疗环环,30,0.86%,-1.22%,42,60.87%
47,闪焰王牌,30,0.85%,-0.83%,57,83.82%
48,怪力,28,0.72%,0.01%,47,81.03%
49,坚盾剑怪,25,0.63%,0.3%,36,70.59%
50,拉普拉斯,25,0.62%,-0.04%,36,72.0%
51,胖可丁,26,0.6%,0.08%,30,62.5%
52,班基拉斯,16,0.57%,-0.44%,35,76.09%
53,甲贺忍蛙,21,0.54%,-1.13%,30,69.77%
54,玛力露丽,18,0.46%,-0.93%,23,62.16%
55,喷火龙,18,0.34%,-0.15%,21,77.78%
56,黏美龙,12,0.32%,0.11%,19,73.08%
57,铝钢龙,10,0.15%,-0.09%,5,41.67%
58,藏饱栗鼠,7,0.1%,-0.08%,5,62.5%
59,暴鲤龙,3,0.05%,0.0%,1,25.0%
