排名,名称,使用人数,使用率,使用率变化,胜场数,胜率
1,密勒顿,54,16.63%,-7.14%,893,76.78%
2,索罗亚克,69,10.97%,3.3%,562,73.27%
3,火焰鸡,67,9.95%,5.24%,514,73.85%
4,千面避役,76,8.09%,2.54%,396,69.96%
5,叶伊布,80,7.79%,1.6%,374,68.62%
6,魔幻假面喵,63,7.25%,-1.84%,343,67.65%
7,岩殿居蟹,49,5.03%,2.94%,260,73.86%
8,爆肌蚊,54,5.02%,1.26%,238,67.81%
9,梦幻,60,4.8%,2.36%,226,67.26%
10,暴鲤龙,41,4.78%,2.71%,249,74.55%
11,皮可西,56,4.56%,-2.07%,230,72.1%
12,朽木妖,61,4.48%,0.41%,212,67.73%
13,水箭龟,67,4.2%,1.04%,207,70.41%
14,月亮伊布,53,3.9%,-1.68%,194,71.06%
15,冰伊布,55,3.69%,0.27%,165,63.95%
16,苍响,52,3.55%,-3.41%,185,74.6%
17,路卡利欧,51,3.35%,1.21%,161,68.8%
18,白蓬蓬,49,3.23%,1.96%,156,69.03%
19,超梦Y,44,3.07%,-1.09%,145,67.44%
20,幸福蛋,49,2.77%,0.72%,143,73.71%
21,武道熊师,46,2.52%,1.66%,120,68.18%
22,嘟嘟利,31,2.45%,-0.07%,128,74.85%
23,呆壳兽,43,2.36%,-0.08%,112,67.88%
24,象牙猪,35,2.06%,1.05%,110,76.39%
24,胡帕,32,2.06%,0.77%,103,71.53%
26,仙子伊布,45,1.93%,0.9%,92,68.15%
27,烈咬陆鲨,33,1.9%,1.35%,100,75.19%
28,谜拟丘,45,1.84%,-0.94%,83,64.34%
29,花疗环环,35,1.83%,-0.41%,93,72.66%
30,太阳伊布,49,1.74%,0.58%,82,67.21%
31,妙蛙花,45,1.5%,0.14%,74,70.48%
32,妖火红狐,43,1.49%,-0.51%,73,70.19%
33,巨钳螳螂,25,1.42%,0.89%,74,74.75%
34,古月鸟,18,1.37%,1.0%,66,68.75%
35,沙奈朵,30,1.33%,-0.25%,71,76.34%
36,捷拉奥拉,19,1.3%,0.38%,63,69.23%
37,多龙巴鲁托,6,1.13%,0.14%,66,83.54%
38,狙射树枭,30,1.12%,0.37%,54,69.23%
39,阿勃梭鲁,27,1.1%,-0.02%,54,70.13%
39,快龙,26,1.1%,-0.04%,51,66.23%
41,魔墙人偶,26,0.99%,0.21%,46,66.67%
42,烈箭鹰,27,0.9%,-0.33%,39,61.9%
43,勾魂眼,21,0.84%,-0.61%,40,67.8%
44,巨金怪,18,0.83%,0.34%,42,72.41%
45,甲贺忍蛙,23,0.8%,0.27%,39,69.64%
46,怪力,24,0.77%,-0.2%,48,88.89%
47,皮卡丘,25,0.72%,-0.36%,36,72.0%
48,甜冷美后,16,0.7%,0.42%,34,69.39%
49,玛力露丽,13,0.69%,0.19%,37,77.08%
50,卡比兽,22,0.66%,-0.03%,33,71.74%
51,水晶灯火灵,19,0.53%,0.13%,23,62.16%
52,超梦X,24,0.51%,-0.44%,27,75.0%
52,坚盾剑怪,19,0.51%,-0.24%,26,72.22%
54,黏美龙,12,0.49%,-0.13%,24,70.59%
55,拉普拉斯,18,0.44%,0.06%,24,77.42%
55,闪焰王牌,18,0.44%,-0.01%,22,70.97%
57,喷火龙,10,0.29%,-0.05%,12,60.0%
58,藏饱栗鼠,9,0.27%,0.14%,13,68.42%
59,班基拉斯,10,0.26%,0.04%,15,83.33%
60,耿鬼,11,0.21%,-0.73%,11,73.33%
61,胖可丁,9,0.2%,-0.18%,10,71.43%
62,阿罗拉九尾,8,0.13%,-0.06%,5,55.56%
63,铝钢龙,7,0.1%,0.04%,5,71.43%
