排名,名称,使用人数,使用率,使用率变化,胜场数,胜率
1,达克莱伊,75,17.16%,0.0%,1627,75.29%
2,苍炎刃鬼,138,8.62%,1.45%,772,71.15%
3,红莲铠骑,123,8.43%,-0.09%,770,72.57%
4,谜拟丘,102,5.25%,0.76%,465,70.35%
5,火焰鸡,107,4.88%,-4.22%,446,72.64%
6,皮卡丘,101,4.19%,0.93%,356,67.55%
7,密勒顿,90,4.12%,-2.32%,382,73.6%
8,索罗亚克,90,3.96%,-1.35%,344,68.94%
9,月亮伊布,110,3.86%,-1.14%,344,70.78%
10,苍响,64,3.75%,0.03%,345,73.09%
11,阿勃梭鲁,57,3.35%,1.74%,306,72.51%
12,甲贺忍蛙,79,3.28%,-0.08%,318,77.0%
13,叶伊布,87,3.08%,-3.56%,256,65.98%
14,嘟嘟利,69,2.75%,-5.73%,258,74.57%
15,路卡利欧,74,2.72%,-0.27%,245,71.64%
16,阿罗拉九尾,49,2.61%,1.39%,245,74.7%
17,武道熊师,66,2.02%,-4.11%,173,68.11%
18,烈咬陆鲨,53,1.89%,-0.35%,172,72.27%
19,象牙猪,46,1.8%,-1.02%,166,73.45%
20,凤王,70,1.76%,-3.06%,164,73.87%
21,幸福蛋,50,1.76%,-0.75%,158,71.49%
22,花疗环环,39,1.7%,0.57%,155,72.43%
23,怪力,61,1.69%,-1.19%,137,64.32%
24,朽木妖,70,1.68%,-0.89%,146,69.19%
25,耿鬼,35,1.44%,0.62%,134,74.03%
26,水箭龟,64,1.41%,-2.62%,130,73.45%
27,胖可丁,33,1.35%,0.91%,122,71.76%
28,闪焰王牌,25,1.18%,0.52%,109,73.15%
29,白蓬蓬,45,1.16%,-1.92%,103,70.55%
30,皮可西,29,1.1%,0.22%,103,74.1%
31,呆壳兽,37,1.08%,0.24%,92,67.65%
32,快龙,45,1.07%,-0.23%,90,66.67%
33,甜冷美后,48,0.98%,-3.69%,85,69.11%
34,岩殿居蟹,37,0.97%,-0.2%,85,69.67%
35,烈箭鹰,34,0.91%,0.04%,68,59.65%
36,暴鲤龙,28,0.89%,-1.19%,72,64.29%
36,魔幻假面喵,21,0.89%,-0.97%,61,54.46%
38,玛力露丽,24,0.87%,0.73%,73,66.97%
39,胡帕,39,0.83%,-1.21%,67,64.42%
40,梦幻,41,0.79%,-1.16%,73,73.74%
41,爆肌蚊,27,0.73%,0.11%,68,73.91%
42,狙射树枭,33,0.72%,-1.47%,63,69.23%
43,卡比兽,37,0.7%,-0.74%,64,72.73%
44,巨钳螳螂,39,0.68%,-0.62%,48,55.81%
45,勾魂眼,28,0.67%,-0.73%,54,64.29%
46,妙蛙花,40,0.66%,-1.05%,69,83.13%
47,捷拉奥拉,26,0.57%,0.02%,52,72.22%
48,列阵兵,11,0.53%,0.31%,48,71.64%
48,坚盾剑怪,25,0.53%,-0.13%,48,71.64%
50,巨金怪,29,0.52%,-0.16%,48,72.73%
51,千面避役,27,0.47%,-0.79%,43,72.88%
52,超梦Y,27,0.46%,-0.82%,38,65.52%
53,沙奈朵,21,0.44%,-0.27%,42,76.36%
54,铝钢龙,8,0.43%,0.38%,43,79.63%
55,班基拉斯,14,0.42%,0.18%,37,69.81%
56,皮达克莱伊丘,9,0.4%,-1.2%,41,82.0%
57,喷火龙,22,0.33%,-1.79%,27,64.29%
58,仙子伊布,19,0.32%,-0.46%,32,80.0%
58,太阳伊布,26,0.32%,-0.24%,24,60.0%
60,超梦X,14,0.27%,-0.33%,25,73.53%
61,妖火红狐,15,0.25%,-0.28%,20,64.52%
62,魔墙人偶,23,0.21%,-0.23%,14,51.85%
63,冰伊布,10,0.19%,-0.34%,18,75.0%
64,多龙巴鲁托,9,0.17%,-0.2%,15,68.18%
65,水晶灯火灵,11,0.14%,-0.3%,14,77.78%
65,黏美龙,10,0.14%,-0.26%,12,66.67%
67,古月鸟,8,0.1%,-0.61%,11,84.62%
68,藏饱栗鼠,6,0.07%,-0.02%,6,66.67%
69,拉普拉斯,6,0.06%,-0.3%,4,57.14%
