排名,名称,使用人数,使用率,使用率变化,胜场数,胜率
1,超梦Y,177,45.16%,-10.88%,3850,78.3%
2,幸福蛋,94,11.7%,1.99%,1015,79.67%
3,千面避役,101,7.45%,1.34%,623,76.82%
4,拉普拉斯,96,6.1%,-5.03%,494,74.4%
5,武道熊师,74,5.61%,1.56%,460,75.29%
6,月亮伊布,74,5.14%,-1.64%,450,80.36%
7,甜冷美后,70,4.42%,4.19%,369,76.72%
8,叶伊布,88,4.11%,-0.63%,332,74.11%
9,皮卡丘,73,3.12%,2.68%,241,70.88%
10,皮可西,42,2.83%,0.89%,237,76.95%
11,梦幻,48,2.72%,-2.27%,226,76.35%
12,嘟嘟利,53,2.7%,-0.18%,216,73.47%
13,路卡利欧,52,2.65%,1.09%,214,74.05%
14,呆壳兽,65,2.64%,1.6%,197,68.4%
15,妙蛙花,72,2.6%,-0.61%,206,72.79%
16,索罗亚克,64,2.28%,-1.37%,167,67.34%
17,苍响,56,2.24%,-8.94%,165,67.62%
18,水箭龟,63,2.13%,0.32%,176,75.86%
19,狙射树枭,41,1.45%,0.9%,114,72.15%
20,岩殿居蟹,38,1.21%,0.44%,96,72.73%
21,妖火红狐,49,1.13%,-0.73%,87,70.73%
22,白蓬蓬,37,1.01%,-0.08%,79,71.82%
23,爆肌蚊,37,0.98%,0.24%,82,76.64%
23,坚盾剑怪,33,0.98%,0.91%,79,73.83%
25,胡帕,34,0.92%,-0.87%,60,60.0%
26,阿罗拉九尾,40,0.89%,-0.75%,68,70.1%
27,花疗环环,23,0.85%,0.21%,50,53.76%
28,太阳伊布,38,0.84%,-0.15%,60,65.22%
29,朽木妖,42,0.82%,-0.4%,64,71.91%
30,怪力,39,0.81%,-0.43%,63,71.59%
30,耿鬼,26,0.81%,0.29%,61,69.32%
32,巨钳螳螂,30,0.7%,-0.1%,57,75.0%
32,沙奈朵,38,0.7%,-1.07%,43,56.58%
34,魔墙人偶,27,0.66%,0.44%,57,79.17%
34,卡比兽,34,0.66%,-1.13%,56,77.78%
34,冰伊布,33,0.66%,-0.88%,45,62.5%
37,仙子伊布,14,0.63%,0.41%,49,71.01%
38,玛力露丽,17,0.59%,0.51%,43,67.19%
39,捷拉奥拉,16,0.57%,0.15%,43,69.35%
40,烈咬陆鲨,25,0.54%,-1.67%,49,83.05%
40,阿勃梭鲁,18,0.54%,0.37%,49,83.05%
42,水晶灯火灵,29,0.52%,-0.17%,41,71.93%
43,超梦X,27,0.51%,-0.73%,25,44.64%
44,甲贺忍蛙,28,0.51%,-0.04%,35,63.64%
45,烈箭鹰,17,0.5%,-0.35%,38,70.37%
46,闪焰王牌,31,0.46%,0.16%,32,64.0%
47,古月鸟,26,0.42%,-0.27%,36,78.26%
48,象牙猪,26,0.4%,0.11%,37,84.09%
49,黏美龙,17,0.38%,0.03%,28,68.29%
50,勾魂眼,19,0.37%,-1.37%,26,65.0%
51,胖可丁,17,0.34%,0.24%,26,70.27%
52,喷火龙,15,0.27%,0.07%,25,86.21%
53,班基拉斯,13,0.26%,-0.09%,17,60.71%
54,快龙,17,0.23%,-0.14%,17,68.0%
55,多龙巴鲁托,9,0.16%,0.08%,11,64.71%
56,铝钢龙,13,0.15%,-0.0%,9,56.25%
57,藏饱栗鼠,7,0.07%,-0.0%,7,87.5%
