,一共游戏场数,4061
18,甜冷美后,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,27,3.64%,93,62.84%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,ソロ辞めたい,44,67.69%
,,ゲコ引退,10,50.0%
,,INF・R0juu,6,85.71%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,踩踏		青草滑梯	攻击强化,27,72.97%,9
,,踩踏		热带踢	攻击强化,15,62.5%,8
,,踩踏		青草滑梯	万灵药,13,48.15%,8
,,踩踏		热带踢	万灵药,9,81.82%,4
,,三旋击	青草滑梯	攻击强化,9,60.0%,3
,,踩踏		青草滑梯	速度强化,7,70.0%,3
,,三旋击	热带踢	攻击强化,6,60.0%,3
,,三旋击	热带踢	速度强化,4,100.0%,1
,,踩踏		青草滑梯	逃脱按键,1,50.0%,2
,,三旋击	青草滑梯	万灵药,1,50.0%,2
,,三旋击	热带踢	万灵药,1,20.0%,4
,,踩踏		热带踢	速度强化,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,弱点保险	气势头带	猛攻哑铃,88,62.41%,22
,,气势头带	猛攻哑铃	锐利之爪,3,60.0%,3
,,力量头带	猛攻哑铃	锐利之爪,1,100.0%,1
,,气势头带	猛攻哑铃	连打围巾,1,100.0%,1
19,怪力,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,34,3.57%,93,64.14%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,S丨MarKGod,12,75.0%
,,OGmikeyツ,11,52.38%
,,INF・R0juu,9,75.0%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,近身战	爆裂拳	逃脱按键,47,58.75%,18
,,十字劈	爆裂拳	逃脱按键,39,75.0%,19
,,十字劈	爆裂拳	速度强化,5,71.43%,1
,,十字劈	深渊翻滚	逃脱按键,1,33.33%,2
,,十字劈	爆裂拳	攻击强化,1,33.33%,2
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,气势头带	猛攻哑铃	锐利之爪,18,81.82%,7
,,弱点保险	气势头带	猛攻哑铃,37,59.68%,5
,,力量头带	焦点镜	猛攻哑铃,10,71.43%,5
,,焦点镜	猛攻哑铃	锐利之爪,6,66.67%,5
,,弱点保险	猛攻哑铃	锐利之爪,9,60.0%,3
,,力量头带	气势头带	猛攻哑铃,3,50.0%,3
,,猛攻哑铃	能量增幅器	锐利之爪,7,63.64%,2
,,焦点镜	猛攻哑铃	能量增幅器,1,100.0%,1
,,气势头带	焦点镜	猛攻哑铃,1,100.0%,1
,,力量头带	猛攻哑铃	锐利之爪,1,50.0%,1
,,学习装置	气势头带	猛攻哑铃,0,0.0%,1
20,古月鸟,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,23,3.45%,99,70.71%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,*Hyz*,39,81.25%
,,OGmikeyツ,12,63.16%
,,TR・Devesh,9,64.29%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,潜水		空气之刃	逃脱按键,96,71.11%,20
,,冲浪		暴风		逃脱按键,2,100.0%,2
,,潜水		空气之刃	速度强化,1,100.0%,1
,,冲浪		空气之刃	逃脱按键,0,0.0%,1
,,潜水		空气之刃	伤药	,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,博识眼镜	救援屏障	讲究眼镜,21,60.0%,5
,,博识眼镜	气势头带	讲究眼镜,49,76.56%,4
,,能量增幅器	讲究眼镜	贝壳之铃,6,85.71%,3
,,博识眼镜	讲究眼镜	贝壳之铃,2,66.67%,2
,,气势头带	能量增幅器	进击眼镜,1,50.0%,2
,,博识眼镜	气势头带	贝壳之铃,6,60.0%,1
,,气势头带	能量增幅器	贝壳之铃,5,71.43%,1
,,气势头带	能量增幅器	讲究眼镜,3,50.0%,1
,,救援屏障	能量增幅器	讲究眼镜,2,100.0%,1
,,救援屏障	讲究眼镜	进击眼镜,2,100.0%,1
,,气势头带	讲究眼镜	进击眼镜,1,100.0%,1
,,救援屏障	气势头带	讲究眼镜,1,100.0%,1
21,水箭龟,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,39,2.98%,87,71.9%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,OgZ_Nekö,23,76.67%
,,Lunderu霧,7,100.0%
,,OЯG・F4v1an,6,85.71%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,喷水		高速旋转	逃脱按键,47,72.31%,29
,,水炮		高速旋转	逃脱按键,28,77.78%,5
,,水炮		冲浪		逃脱按键,9,56.25%,10
,,水炮		冲浪		速度强化,2,66.67%,1
,,喷水		高速旋转	向尾喵的尾巴,1,100.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,气势头带	能量增幅器	进击眼镜,33,76.74%,14
,,气势头带	讲究眼镜	进击眼镜,7,87.5%,4
,,学习装置	气势头带	讲究眼镜,28,75.68%,3
,,力量头带	气势头带	连打围巾,2,66.67%,2
,,亿奥斯饼干	气势头带	进击眼镜,2,66.67%,2
,,救援屏障	气势头带	进击眼镜,1,33.33%,2
,,力量头带	气势头带	讲究眼镜,1,33.33%,2
,,气势头带	能量增幅器	讲究眼镜,4,66.67%,1
,,博识眼镜	气势头带	进击眼镜,2,66.67%,1
,,气势头带	能量增幅器	贝壳之铃,2,66.67%,1
,,博识眼镜	讲究眼镜	进击眼镜,1,100.0%,1
,,学习装置	气势头带	进击眼镜,1,100.0%,1
,,学习装置	气势头带	能量增幅器,1,100.0%,1
,,救援屏障	能量增幅器	进击眼镜,1,50.0%,1
,,亿奥斯饼干	气势头带	连打围巾,1,50.0%,1
,,博识眼镜	气势头带	能量增幅器,0,0.0%,1
,,力量头带	气势头带	进击眼镜,0,0.0%,1
22,甲贺忍蛙,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,33,2.95%,79,65.83%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,ゲコ引退,37,72.55%
,,・PxnkRei・,5,83.33%
,,relentIess,5,71.43%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,冲浪		烟幕		攻击强化,57,67.06%,19
,,冲浪		烟幕		万灵药,11,73.33%,6
,,飞水手里剑	影子分身	攻击强化,5,62.5%,2
,,飞水手里剑	烟幕		逃脱按键,1,100.0%,1
,,飞水手里剑	影子分身	万灵药,1,100.0%,1
,,冲浪		影子分身	万灵药,1,100.0%,1
,,飞水手里剑	烟幕		万灵药,1,100.0%,1
,,冲浪		烟幕		伤药	,1,50.0%,1
,,冲浪		烟幕		逃脱按键,1,33.33%,2
,,飞水手里剑	烟幕		攻击强化,0,0.0%,2
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,力量头带	焦点镜	猛攻哑铃,64,67.37%,20
,,力量头带	焦点镜	连打围巾,4,50.0%,5
,,力量头带	气势头带	焦点镜,7,70.0%,3
,,力量头带	猛攻哑铃	连打围巾,2,66.67%,3
,,力量头带	焦点镜	能量增幅器,1,100.0%,1
,,焦点镜	猛攻哑铃	轻石,1,33.33%,1
23,班基拉斯,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,29,2.63%,82,76.64%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,S丨MarKGod,18,78.26%
,,GR・VIXZEN,11,91.67%
,,99ムSensei,10,66.67%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,恶之波动	原始之力	速度强化,44,72.13%,18
,,恶之波动	原始之力	逃脱按键,13,86.67%,3
,,恶之波动	流沙深渊	速度强化,10,83.33%,5
,,恶之波动	原始之力	万灵药,5,55.56%,4
,,恶之波动	流沙深渊	逃脱按键,4,100.0%,4
,,恶之波动	原始之力	攻击强化,3,100.0%,1
,,尖石攻击	原始之力	速度强化,1,100.0%,1
,,恶之波动	流沙深渊	攻击强化,1,100.0%,1
,,恶之波动	流沙深渊	迟缓烟雾,1,100.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,弱点保险	气势头带	猛攻哑铃,27,71.05%,9
,,力量头带	弱点保险	气势头带,8,80.0%,7
,,力量头带	救援屏障	气势头带,5,83.33%,3
,,弱点保险	气势头带	连打围巾,19,86.36%,2
,,力量头带	气势头带	猛攻哑铃,2,100.0%,2
,,亿奥斯饼干	弱点保险	猛攻哑铃,18,78.26%,1
,,气势头带	猛攻哑铃	锐利之爪,1,100.0%,1
,,弱点保险	救援屏障	气势头带,1,100.0%,1
,,力量头带	气势头带	焦点镜,1,100.0%,1
,,弱点保险	气势头带	锐利之爪,0,0.0%,1
,,弱点保险	焦点镜	猛攻哑铃,0,0.0%,1
24,狙射树枭,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,25,2.51%,75,73.53%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,TMB・DonLux,13,76.47%
,,otterツ,12,80.0%
,,TRU・Guizin,10,83.33%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,缝影		影子偷袭	逃脱按键,55,75.34%,17
,,缝影		影子偷袭	速度强化,13,76.47%,5
,,缝影		飞叶风暴	逃脱按键,4,66.67%,2
,,飞叶快刀	飞叶风暴	逃脱按键,2,66.67%,3
,,缝影		影子偷袭	得分加速装置,1,100.0%,1
,,缝影		影子偷袭	攻击强化,0,0.0%,1
,,飞叶快刀	影子偷袭	速度强化,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,力量头带	猛攻哑铃	连打围巾,21,67.74%,10
,,力量头带	猛攻哑铃	轻石,18,85.71%,4
,,力量头带	猛攻哑铃	锐利之爪,6,85.71%,2
,,力量头带	焦点镜	猛攻哑铃,13,76.47%,1
,,力量头带	焦点镜	连打围巾,6,60.0%,1
,,力量头带	连打围巾	锐利之爪,3,100.0%,1
,,力量头带	轻石	连打围巾,3,60.0%,1
,,焦点镜	猛攻哑铃	连打围巾,2,66.67%,1
,,猛攻哑铃	能量增幅器	锐利之爪,1,100.0%,1
,,猛攻哑铃	轻石	连打围巾,1,100.0%,1
,,力量头带	气势头带	猛攻哑铃,1,50.0%,1
,,力量头带	焦点镜	轻石,0,0.0%,1
25,象牙猪,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,29,2.49%,72,71.29%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,poohphaza,9,81.82%
,,Yûtao爱,8,80.0%
,,RNT・Swifty,5,100.0%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,冰柱坠击	十万马力	逃脱按键,37,68.52%,18
,,冰柱坠击	十万马力	伤药	,25,75.76%,10
,,冰柱坠击	十万马力	速度强化,8,80.0%,5
,,冰冻牙	十万马力	逃脱按键,2,66.67%,1
,,冰柱坠击	地震		伤药	,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,学习装置	气势头带	连打围巾,23,69.7%,8
,,力量头带	气势头带	猛攻哑铃,13,56.52%,5
,,力量头带	学习装置	气势头带,14,87.5%,3
,,学习装置	救援屏障	气势头带,7,77.78%,3
,,弱点保险	气势头带	猛攻哑铃,3,75.0%,3
,,力量头带	气势头带	连打围巾,7,100.0%,2
,,学习装置	气势头带	猛攻哑铃,3,50.0%,2
,,亿奥斯饼干	气势头带	猛攻哑铃,1,100.0%,1
,,力量头带	猛攻哑铃	连打围巾,1,100.0%,1
,,救援屏障	气势头带	连打围巾,0,0.0%,1
26,烈咬陆鲨,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,17,2.07%,52,61.9%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,CeS梦KiD,15,50.0%
,,ハンカ_Iris,11,73.33%
,,OЯG・Cokie04,5,100.0%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,龙之俯冲	龙爪		逃脱按键,45,60.81%,15
,,龙之俯冲	龙爪		攻击强化,3,60.0%,2
,,挖洞		地震		逃脱按键,1,100.0%,1
,,龙之俯冲	地震		攻击强化,1,100.0%,1
,,龙之俯冲	龙爪		迟缓烟雾,1,100.0%,1
,,龙之俯冲	龙爪		万灵药,1,50.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,力量头带	气势头带	连打围巾,14,77.78%,7
,,力量头带	焦点镜	连打围巾,4,50.0%,2
,,力量头带	气势头带	焦点镜,1,50.0%,2
,,力量头带	弱点保险	锐利之爪,15,50.0%,1
,,力量头带	气势头带	猛攻哑铃,11,73.33%,1
,,气势头带	焦点镜	连打围巾,3,60.0%,1
,,力量头带	气势头带	锐利之爪,2,100.0%,1
,,力量头带	连打围巾	锐利之爪,2,66.67%,1
,,气势头带	治愈王冠	连打围巾,0,0.0%,1
27,仙子伊布,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,26,1.99%,61,75.31%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,TR・Devesh,9,81.82%
,,TRU・Jandeco,9,81.82%
,,Oblivion11TV,5,100.0%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,魔法火焰	吸取之吻	速度强化,20,86.96%,8
,,魔法火焰	吸取之吻	伤药	,11,64.71%,8
,,巨声		冥想		速度强化,10,66.67%,8
,,魔法火焰	吸取之吻	逃脱按键,8,61.54%,5
,,巨声		冥想		逃脱按键,7,100.0%,2
,,魔法火焰	吸取之吻	万灵药,2,66.67%,2
,,巨声		冥想		伤药	,1,100.0%,1
,,魔法火焰	冥想		逃脱按键,1,100.0%,1
,,巨声		吸取之吻	速度强化,1,100.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,力量头带	气势头带	连打围巾,37,82.22%,13
,,博识眼镜	气势头带	讲究眼镜,4,66.67%,4
,,博识眼镜	讲究眼镜	进击眼镜,5,83.33%,2
,,力量头带	气势头带	进击眼镜,5,100.0%,1
,,力量头带	气势头带	能量增幅器,3,60.0%,1
,,气势头带	能量增幅器	贝壳之铃,3,50.0%,1
,,气势头带	讲究眼镜	进击眼镜,2,100.0%,1
,,气势头带	突击背心	贝壳之铃,1,50.0%,1
,,气势头带	贝壳之铃	进击眼镜,1,33.33%,1
,,气势头带	讲究眼镜	贝壳之铃,0,0.0%,1
27,魔墙人偶,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,28,1.99%,61,75.31%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,OЯG・Aramis,9,90.0%
,,MG・RëX,9,81.82%
,,OGmikeyツ,8,100.0%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,念力		屏障		速度强化,21,72.41%,12
,,念力		力量互换	速度强化,15,62.5%,12
,,念力		力量互换	逃脱按键,10,100.0%,4
,,念力		力量互换	伤药	,7,77.78%,2
,,念力		屏障		逃脱按键,6,100.0%,2
,,念力		屏障		攻击强化,1,100.0%,1
,,精神强念	力量互换	速度强化,1,50.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,气势头带	讲究眼镜	进击眼镜,18,72.0%,12
,,学习装置	气势头带	进击眼镜,25,89.29%,6
,,学习装置	救援屏障	气势头带,12,80.0%,4
,,气势头带	能量增幅器	进击眼镜,4,57.14%,1
,,亿奥斯饼干	气势头带	进击眼镜,1,100.0%,1
,,学习装置	气势头带	讲究眼镜,1,50.0%,1
,,博识眼镜	气势头带	进击眼镜,0,0.0%,1
,,博识眼镜	学习装置	进击眼镜,0,0.0%,1
,,救援屏障	气势头带	讲究眼镜,0,0.0%,1
29,太阳伊布,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,22,1.97%,51,63.75%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,CeS梦KiD,16,55.17%
,,Scrublenaut,9,60.0%
,,ttvMoneyMax,7,87.5%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,精神冲击	幻象光线	逃脱按键,17,68.0%,15
,,辅助力量	预知未来	逃脱按键,17,58.62%,2
,,辅助力量	幻象光线	伤药	,8,66.67%,1
,,辅助力量	幻象光线	逃脱按键,3,60.0%,4
,,精神冲击	预知未来	逃脱按键,2,66.67%,2
,,辅助力量	预知未来	攻击强化,1,100.0%,1
,,精神冲击	幻象光线	速度强化,1,100.0%,1
,,辅助力量	预知未来	速度强化,1,100.0%,1
,,精神冲击	预知未来	伤药	,1,33.33%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,博识眼镜	气势头带	讲究眼镜,9,69.23%,8
,,博识眼镜	讲究眼镜	进击眼镜,17,54.84%,3
,,博识眼镜	救援屏障	讲究眼镜,9,90.0%,2
,,救援屏障	气势头带	突击背心,9,60.0%,1
,,救援屏障	能量增幅器	讲究眼镜,2,66.67%,1
,,博识眼镜	学习装置	气势头带,1,100.0%,1
,,博识眼镜	讲究眼镜	贝壳之铃,1,100.0%,1
,,博识眼镜	能量增幅器	讲究眼镜,1,100.0%,1
,,能量增幅器	讲究眼镜	贝壳之铃,1,100.0%,1
,,救援屏障	讲究眼镜	进击眼镜,1,50.0%,1
,,气势头带	能量增幅器	讲究眼镜,0,0.0%,1
,,学习装置	救援屏障	讲究眼镜,0,0.0%,1
30,白蓬蓬,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,26,1.87%,51,67.11%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,CG・Gohan04,6,75.0%
,,RNT・Swifty,5,83.33%
,,TR・Saif,4,66.67%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,花粉团	棉花防守	速度强化,15,65.22%,9
,,花粉团	棉花防守	逃脱按键,14,77.78%,6
,,花粉团	棉孢子	攻击强化,5,83.33%,4
,,花粉团	棉孢子	逃脱按键,5,71.43%,2
,,花粉团	棉花防守	攻击强化,3,60.0%,4
,,花粉团	棉花防守	伤药	,3,60.0%,1
,,花粉团	棉花防守	万灵药,3,50.0%,1
,,青草搅拌器	棉花防守	攻击强化,1,100.0%,1
,,花粉团	棉孢子	速度强化,1,50.0%,1
,,青草搅拌器	棉孢子	攻击强化,1,33.33%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,力量头带	学习装置	救援屏障,20,64.52%,8
,,力量头带	学习装置	连打围巾,3,75.0%,4
,,学习装置	救援屏障	气势头带,9,69.23%,3
,,学习装置	救援屏障	连打围巾,4,100.0%,2
,,力量头带	博识眼镜	学习装置,3,100.0%,1
,,博识眼镜	学习装置	进击眼镜,3,100.0%,1
,,博识眼镜	学习装置	气势头带,3,50.0%,1
,,博识眼镜	学习装置	连打围巾,2,66.67%,1
,,力量头带	救援屏障	讲究眼镜,1,100.0%,1
,,力量头带	博识眼镜	进击眼镜,1,100.0%,1
,,救援屏障	气势头带	讲究眼镜,1,50.0%,1
,,力量头带	进击眼镜	连打围巾,1,33.33%,1
,,学习装置	讲究眼镜	进击眼镜,0,0.0%,1
31,阿勃梭鲁,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,27,1.8%,48,65.75%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,DISapple空標,19,82.61%
,,TRU・Guizin,5,100.0%
,,GR・VIXZEN,3,100.0%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,暗袭要害	精神利刃	逃脱按键,22,75.86%,7
,,暗袭要害	精神利刃	攻击强化,5,100.0%,1
,,追打		突袭		伤药	,5,71.43%,4
,,暗袭要害	突袭		逃脱按键,3,100.0%,2
,,暗袭要害	精神利刃	速度强化,2,100.0%,1
,,追打		突袭		攻击强化,2,50.0%,1
,,暗袭要害	突袭		伤药	,1,100.0%,1
,,追打		突袭		向尾喵的尾巴,1,100.0%,1
,,追打		精神利刃	万灵药,1,100.0%,1
,,追打		突袭		万灵药,1,50.0%,2
,,追打		精神利刃	逃脱按键,1,50.0%,2
,,暗袭要害	精神利刃	向尾喵的尾巴,1,33.33%,3
,,暗袭要害	突袭		万灵药,1,25.0%,2
,,追打		突袭		逃脱按键,1,25.0%,4
,,暗袭要害	精神利刃	伤药	,1,25.0%,1
,,暗袭要害	精神利刃	万灵药,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,焦点镜	猛攻哑铃	锐利之爪,13,59.09%,14
,,气势头带	焦点镜	锐利之爪,7,63.64%,5
,,气势头带	焦点镜	猛攻哑铃,6,54.55%,4
,,弱点保险	焦点镜	猛攻哑铃,19,82.61%,1
,,力量头带	焦点镜	锐利之爪,2,50.0%,1
,,治愈王冠	焦点镜	锐利之爪,1,100.0%,1
,,焦点镜	能量增幅器	锐利之爪,0,0.0%,1
32,皮卡丘,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,22,1.75%,52,73.24%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,TRU・Jandeco,15,88.24%
,,YASH_4EVER?,5,71.43%
,,RNT・Swifty,5,50.0%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,电球		伏特攻击	逃脱按键,26,76.47%,11
,,打雷		十万伏特	逃脱按键,12,70.59%,8
,,打雷		十万伏特	速度强化,5,83.33%,4
,,电球		伏特攻击	速度强化,4,66.67%,2
,,电球		伏特攻击	万灵药,1,100.0%,1
,,打雷		伏特攻击	逃脱按键,1,100.0%,1
,,电球		十万伏特	伤药	,1,100.0%,1
,,电球		十万伏特	逃脱按键,1,50.0%,2
,,电球		伏特攻击	伤药	,1,33.33%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,气势头带	能量增幅器	讲究眼镜,4,66.67%,4
,,能量增幅器	讲究眼镜	贝壳之铃,6,75.0%,2
,,力量头带	气势头带	能量增幅器,15,88.24%,1
,,博识眼镜	学习装置	讲究眼镜,5,50.0%,1
,,救援屏障	气势头带	讲究眼镜,4,80.0%,1
,,力量头带	讲究眼镜	贝壳之铃,4,80.0%,1
,,救援屏障	能量增幅器	贝壳之铃,2,100.0%,1
,,博识眼镜	气势头带	讲究眼镜,2,100.0%,1
,,力量头带	能量增幅器	讲究眼镜,2,100.0%,1
,,学习装置	救援屏障	气势头带,2,50.0%,1
,,救援屏障	讲究眼镜	贝壳之铃,1,100.0%,1
,,救援屏障	气势头带	能量增幅器,1,100.0%,1
,,力量头带	救援屏障	气势头带,1,100.0%,1
,,力量头带	能量增幅器	连打围巾,1,100.0%,1
,,救援屏障	能量增幅器	讲究眼镜,1,100.0%,1
,,博识眼镜	能量增幅器	讲究眼镜,1,50.0%,1
,,力量头带	救援屏障	讲究眼镜,0,0.0%,1
,,能量增幅器	讲究眼镜	进击眼镜,0,0.0%,1
33,爆肌蚊,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,22,1.58%,44,68.75%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,ttvTheRock,8,80.0%
,,FS・Shrey?,7,77.78%
,,99ムGARDiiA,5,71.43%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,击落		蛮力		逃脱按键,22,73.33%,13
,,击落		蛮力		速度强化,9,60.0%,5
,,猛扑		蛮力		速度强化,7,77.78%,1
,,击落		蛮力		万灵药,3,100.0%,2
,,猛扑		蛮力		逃脱按键,2,50.0%,2
,,猛扑		汲取		逃脱按键,1,100.0%,1
,,猛扑		蛮力		万灵药,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,力量头带	气势头带	猛攻哑铃,16,59.26%,9
,,弱点保险	气势头带	猛攻哑铃,14,73.68%,4
,,力量头带	弱点保险	猛攻哑铃,6,75.0%,3
,,气势头带	猛攻哑铃	连打围巾,5,83.33%,3
,,力量头带	猛攻哑铃	轻石,1,50.0%,2
,,气势头带	猛攻哑铃	锐利之爪,2,100.0%,1
34,烈箭鹰,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,16,1.53%,43,69.35%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,Strix2.0,23,76.67%
,,FS・Shrey?,6,85.71%
,,スライム勇者,2,100.0%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,蓄能焰袭	飞翔		逃脱按键,40,74.07%,12
,,蓄能焰袭	飞翔		万灵药,3,75.0%,2
,,燕返		勇鸟猛攻	攻击强化,0,0.0%,1
,,蓄能焰袭	飞翔		得分加速装置,0,0.0%,1
,,燕返		勇鸟猛攻	万灵药,0,0.0%,1
,,蓄能焰袭	飞翔		攻击强化,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,猛攻哑铃	轻石	锐利之爪,10,62.5%,7
,,气势头带	猛攻哑铃	锐利之爪,30,76.92%,4
,,力量头带	猛攻哑铃	锐利之爪,2,66.67%,1
,,气势头带	猛攻哑铃	轻石,1,100.0%,1
,,得分护盾	猛攻哑铃	锐利之爪,0,0.0%,1
,,力量头带	气势头带	猛攻哑铃,0,0.0%,1
,,猛攻哑铃	能量增幅器	锐利之爪,0,0.0%,1
35,藏饱栗鼠,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,20,1.38%,46,82.14%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,MOSHIMOSHI04,11,84.62%
,,Ansh_Blade,7,87.5%
,,CPH>NARUTO,6,85.71%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,打嗝		渴望		向尾喵的尾巴,14,93.33%,5
,,种子机关枪	大快朵颐	伤药	,13,81.25%,6
,,打嗝		渴望		逃脱按键,8,88.89%,4
,,种子机关枪	大快朵颐	向尾喵的尾巴,5,100.0%,2
,,打嗝		渴望		伤药	,5,62.5%,6
,,种子机关枪	大快朵颐	速度强化,1,100.0%,1
,,种子机关枪	渴望		向尾喵的尾巴,0,0.0%,1
,,打嗝		渴望		得分加速装置,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,亿奥斯饼干	气势头带	猛攻哑铃,21,80.77%,8
,,亿奥斯饼干	猛攻哑铃	能量增幅器,8,88.89%,5
