排名,名称,使用人数,使用率,使用率变化,胜场数,胜率
1,梦幻,88,44.59%,9.74%,1936,73.86%
2,魔墙人偶,86,33.4%,1.34%,1438,73.26%
3,阿勃梭鲁,62,19.07%,2.07%,824,73.51%
4,坚盾剑怪,69,15.16%,-0.13%,635,71.27%
5,冰伊布,65,12.78%,-2.99%,542,72.17%
6,古月鸟,41,12.54%,0.91%,538,73.0%
7,卡比兽,49,11.18%,-0.09%,472,71.84%
8,喷火龙,52,10.89%,2.88%,463,72.34%
9,路卡利欧,47,7.11%,-3.56%,300,71.77%
10,甲贺忍蛙,35,6.96%,3.81%,277,67.73%
11,烈箭鹰,30,6.09%,2.71%,257,71.79%
12,藏饱栗鼠,18,2.91%,-0.28%,124,72.51%
13,甜冷美后,25,2.36%,-1.82%,104,74.82%
14,耿鬼,22,2.18%,-1.69%,91,71.09%
15,嘟嘟利,12,1.85%,0.0%,73,66.97%
16,妖火红狐,29,1.8%,-0.63%,71,66.98%
17,皮卡丘,16,1.31%,0.47%,57,74.03%
18,怪力,14,1.26%,-0.97%,54,72.97%
19,象牙猪,16,1.09%,0.17%,42,65.62%
20,胡帕,14,1.07%,-0.64%,48,76.19%
21,快龙,12,1.05%,-1.45%,42,67.74%
22,闪焰王牌,17,1.02%,-0.13%,44,73.33%
23,幸福蛋,16,0.97%,0.17%,36,63.16%
24,朽木妖,16,0.95%,-0.08%,36,64.29%
25,捷拉奥拉,18,0.87%,0.07%,41,80.39%
26,胖可丁,13,0.8%,0.2%,30,63.83%
27,班基拉斯,12,0.66%,-1.17%,23,58.97%
28,狙射树枭,16,0.58%,-0.22%,18,52.94%
28,白蓬蓬,12,0.58%,0.06%,23,67.65%
30,呆壳兽,3,0.56%,0.04%,23,69.7%
31,爆肌蚊,11,0.49%,0.1%,21,72.41%
32,妙蛙花,11,0.41%,-0.27%,14,58.33%
33,水箭龟,6,0.39%,0.07%,17,73.91%
34,太阳伊布,9,0.32%,-0.11%,12,63.16%
35,沙奈朵,8,0.22%,0.18%,10,76.92%
35,仙子伊布,7,0.22%,0.1%,9,69.23%
37,岩殿居蟹,6,0.14%,0.06%,5,62.5%
38,烈咬陆鲨,5,0.12%,-0.2%,4,57.14%
38,玛力露丽,6,0.12%,0.08%,5,71.43%
40,阿罗拉九尾,3,0.09%,-0.35%,3,60.0%
41,铝钢龙,1,0.02%,-0.02%,1,100.0%
