,一共游戏场数,4462
1,火焰鸡,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,83,16.47%,551,74.97%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,俺ノ敵はbot,46,70.77%
,,Ansh_OP,34,77.27%
,,はいふー,27,84.38%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,火焰拳	真气弹	逃脱按键,299,76.67%,72
,,过热		火焰踢	逃脱按键,248,73.37%,68
,,火焰拳	真气弹	伤药	,1,100.0%,1
,,火焰拳	真气弹	攻击强化,1,100.0%,1
,,过热		火焰踢	伤药	,1,50.0%,2
,,过热		火焰踢	攻击强化,1,33.33%,2
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,弱点保险	猛攻哑铃	锐利之爪,364,75.05%,58
,,气势头带	猛攻哑铃	锐利之爪,26,66.67%,5
,,增速护腕	猛攻哑铃	锐利之爪,33,76.74%,4
,,亿奥斯饼干	猛攻哑铃	锐利之爪,43,76.79%,3
,,凸凸头盔	弱点保险	猛攻哑铃,40,81.63%,3
,,弱点保险	气势头带	猛攻哑铃,26,72.22%,2
,,亿奥斯饼干	弱点保险	猛攻哑铃,9,75.0%,2
,,凸凸头盔	猛攻哑铃	锐利之爪,0,0.0%,2
,,凸凸头盔	增速护腕	猛攻哑铃,4,80.0%,1
,,增速护腕	弱点保险	猛攻哑铃,3,75.0%,1
,,亿奥斯饼干	增速护腕	猛攻哑铃,2,100.0%,1
,,亿奥斯饼干	共鸣护盾	凸凸头盔,1,50.0%,1
2,甜冷美后,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,64,7.04%,227,72.29%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,SpringGrande,24,70.59%
,,rаdwiмps,20,80.0%
,,帝・CasZoka,14,70.0%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,三旋击	热带踢	万灵药,101,69.18%,45
,,三旋击	青草滑梯	万灵药,40,66.67%,21
,,踩踏		热带踢	万灵药,22,70.97%,14
,,三旋击	热带踢	攻击强化,16,100.0%,4
,,踩踏		青草滑梯	万灵药,14,73.68%,10
,,踩踏		热带踢	攻击强化,13,72.22%,7
,,三旋击	青草滑梯	攻击强化,6,85.71%,5
,,三旋击	青草滑梯	速度强化,6,85.71%,2
,,踩踏		青草滑梯	攻击强化,5,83.33%,3
,,三旋击	热带踢	速度强化,2,100.0%,1
,,三旋击	热带踢	伤药	,1,100.0%,1
,,三旋击	热带踢	逃脱按键,1,100.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,弱点保险	气势头带	猛攻哑铃,168,72.1%,41
,,力量头带	气势头带	猛攻哑铃,19,76.0%,7
,,弱点保险	猛攻哑铃	锐利之爪,14,63.64%,4
,,凸凸头盔	气势头带	猛攻哑铃,6,75.0%,3
,,力量头带	弱点保险	猛攻哑铃,8,100.0%,2
,,增速护腕	弱点保险	猛攻哑铃,1,50.0%,2
,,气势头带	猛攻哑铃	连打围巾,6,85.71%,1
,,增速护腕	气势头带	猛攻哑铃,2,100.0%,1
,,亿奥斯饼干	共鸣护盾	凸凸头盔,2,40.0%,1
,,力量头带	气势头带	连打围巾,1,100.0%,1
,,力量头带	增速护腕	猛攻哑铃,0,0.0%,1
3,卡比兽,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,41,6.59%,218,74.15%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,Шìɳ・ROGER,58,66.67%
,,РNL,21,75.0%
,,ÄĮ,16,84.21%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,抓狂		挡路		速度强化,57,68.67%,4
,,重磅冲撞	挡路		逃脱按键,54,73.97%,11
,,重磅冲撞	哈欠		逃脱按键,52,74.29%,26
,,重磅冲撞	挡路		速度强化,36,81.82%,14
,,抓狂		挡路		伤药	,14,82.35%,3
,,重磅冲撞	挡路		伤药	,2,100.0%,1
,,重磅冲撞	哈欠		速度强化,2,100.0%,2
,,抓狂		哈欠		逃脱按键,1,100.0%,1
,,抓狂		挡路		逃脱按键,0,0.0%,2
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,学习装置	救援屏障	气势头带,95,77.24%,23
,,亿奥斯饼干	学习装置	气势头带,7,77.78%,2
,,学习装置	气势头带	突击背心,7,70.0%,2
,,学习装置	气势头带	轻石,6,100.0%,2
,,亿奥斯饼干	力量头带	连打围巾,58,66.67%,1
,,亿奥斯饼干	凸凸头盔	力量头带,13,100.0%,1
,,吃剩的东西	学习装置	气势头带,10,71.43%,1
,,凸凸头盔	学习装置	救援屏障,8,72.73%,1
,,学习装置	得分护盾	气势头带,5,83.33%,1
,,共鸣护盾	学习装置	救援屏障,3,75.0%,1
,,学习装置	救援屏障	轻石,2,100.0%,1
,,学习装置	救援屏障	突击背心,2,50.0%,1
,,共鸣护盾	学习装置	气势头带,1,100.0%,1
,,凸凸头盔	学习装置	气势头带,1,50.0%,1
,,亿奥斯饼干	共鸣护盾	连打围巾,0,0.0%,1
,,力量头带	学习装置	猛攻哑铃,0,0.0%,1
4,路卡利欧,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,58,5.96%,190,71.43%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,xLancelot.,22,75.86%
,,TH4NØS;),21,77.78%
,,Ansh_OP,16,61.54%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,神速		骨棒乱打	万灵药,151,72.25%,46
,,增强拳	近身战	逃脱按键,21,67.74%,16
,,增强拳	骨棒乱打	逃脱按键,8,57.14%,9
,,神速		骨棒乱打	逃脱按键,2,100.0%,2
,,增强拳	近身战	攻击强化,2,100.0%,2
,,增强拳	骨棒乱打	万灵药,1,100.0%,1
,,神速		近身战	万灵药,1,100.0%,1
,,神速		骨棒乱打	攻击强化,1,100.0%,1
,,增强拳	骨棒乱打	攻击强化,1,100.0%,1
,,神速		骨棒乱打	速度强化,1,100.0%,1
,,增强拳	近身战	万灵药,1,50.0%,2
,,增强拳	近身战	伤药	,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,力量头带	弱点保险	猛攻哑铃,58,78.38%,19
,,弱点保险	猛攻哑铃	锐利之爪,33,63.46%,14
,,增速护腕	弱点保险	猛攻哑铃,27,67.5%,5
,,力量头带	猛攻哑铃	锐利之爪,8,88.89%,5
,,力量头带	增速护腕	猛攻哑铃,26,72.22%,4
,,凸凸头盔	弱点保险	猛攻哑铃,2,33.33%,2
,,凸凸头盔	猛攻哑铃	锐利之爪,1,25.0%,2
,,增速护腕	猛攻哑铃	轻石,10,90.91%,1
,,增速护腕	猛攻哑铃	锐利之爪,9,81.82%,1
,,力量头带	气势头带	猛攻哑铃,4,80.0%,1
,,凸凸头盔	气势头带	猛攻哑铃,4,57.14%,1
,,猛攻哑铃	能量增幅器	锐利之爪,3,100.0%,1
,,增速护腕	猛攻哑铃	能量增幅器,3,75.0%,1
,,弱点保险	猛攻哑铃	能量增幅器,2,50.0%,1
5,千面避役,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,66,5.83%,192,73.85%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,SZ_Kusamusi,10,83.33%
,,VND乡Lucas,9,90.0%
,,resuㅤ,9,75.0%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,致命针刺	狙击		逃脱按键,187,73.62%,66
,,杂技		水流裂破	逃脱按键,5,83.33%,5
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,博识眼镜	穿透汤匙	讲究眼镜,128,78.53%,45
,,穿透汤匙	讲究眼镜	驱动镜,28,58.33%,9
,,博识眼镜	讲究眼镜	驱动镜,7,63.64%,4
,,博识眼镜	穿透汤匙	驱动镜,17,89.47%,3
,,博识眼镜	学习装置	讲究眼镜,11,64.71%,3
,,咒术熏香	穿透汤匙	驱动镜,1,100.0%,1
,,博识眼镜	讲究眼镜	进击眼镜,0,0.0%,1
6,阿勃梭鲁,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,58,4.98%,161,72.52%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,Vintage帝,12,92.31%
,,hzldavin,9,90.0%
,,亗SHADOW彡,9,75.0%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,追打		精神利刃	万灵药,61,66.3%,29
,,追打		精神利刃	攻击强化,43,91.49%,14
,,追打		精神利刃	逃脱按键,29,76.32%,11
,,追打		突袭		万灵药,16,69.57%,13
,,追打		突袭		攻击强化,3,60.0%,2
,,暗袭要害	精神利刃	万灵药,3,37.5%,6
,,追打		突袭		伤药	,2,100.0%,1
,,追打		突袭		逃脱按键,2,50.0%,3
,,追打		精神利刃	向尾喵的尾巴,1,100.0%,1
,,追打		突袭		速度强化,1,100.0%,1
,,暗袭要害	精神利刃	攻击强化,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,增速护腕	焦点镜	锐利之爪,63,71.59%,24
,,焦点镜	猛攻哑铃	锐利之爪,25,75.76%,14
,,焦点镜	能量增幅器	锐利之爪,35,76.09%,10
,,充能坠饰	焦点镜	锐利之爪,21,63.64%,6
,,增速护腕	焦点镜	猛攻哑铃,12,92.31%,1
,,焦点镜	猛攻哑铃	能量增幅器,2,100.0%,1
,,增速护腕	焦点镜	能量增幅器,2,40.0%,1
,,气势头带	焦点镜	锐利之爪,1,50.0%,1
7,叶伊布,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,59,4.8%,150,70.09%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,N'shiro_,14,70.0%
,,kanyAฅ*,11,73.33%
,,俺ノ敵はbot,10,66.67%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,飞叶快刀	燕返		攻击强化,132,72.13%,54
,,飞叶快刀	燕返		万灵药,14,58.33%,6
,,日光刃	叶刃		逃脱按键,2,100.0%,2
,,飞叶快刀	燕返		逃脱按键,2,50.0%,2
,,日光刃	叶刃		攻击强化,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,猛攻哑铃	能量增幅器	锐利之爪,110,70.97%,36
,,增速护腕	猛攻哑铃	锐利之爪,30,71.43%,14
,,增速护腕	猛攻哑铃	能量增幅器,10,62.5%,8
,,增速护腕	能量增幅器	锐利之爪,0,0.0%,1
8,闪焰王牌,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,32,4.59%,163,79.51%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,メMirai,40,78.43%
,,ʚHt,28,80.0%
,,KRBY1,26,83.87%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,火焰踢	蓄能焰袭	攻击强化,44,78.57%,4
,,火焰球	蓄能焰袭	逃脱按键,36,78.26%,9
,,火焰踢	佯攻		逃脱按键,30,75.0%,11
,,火焰球	佯攻		逃脱按键,17,89.47%,9
,,火焰踢	蓄能焰袭	逃脱按键,16,72.73%,8
,,火焰踢	佯攻		攻击强化,11,84.62%,5
,,火焰球	蓄能焰袭	攻击强化,4,100.0%,1
,,火焰踢	蓄能焰袭	万灵药,3,100.0%,2
,,火焰踢	佯攻		万灵药,1,100.0%,1
,,火焰球	佯攻		攻击强化,1,100.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,力量头带	焦点镜	连打围巾,141,78.77%,23
,,力量头带	增速护腕	猛攻哑铃,2,66.67%,3
,,力量头带	弱点保险	连打围巾,10,83.33%,1
,,力量头带	气势头带	连打围巾,3,100.0%,1
,,力量头带	增速护腕	焦点镜,3,75.0%,1
,,力量头带	讲究围巾	连打围巾,2,100.0%,1
,,充能坠饰	增速护腕	连打围巾,1,100.0%,1
,,力量头带	猛攻哑铃	锐利之爪,1,100.0%,1
9,嘟嘟利,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,54,4.53%,146,72.28%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,Ex_Pisterio,12,80.0%
,,LD・Piachu,10,83.33%
,,FL_Shin・dí,10,66.67%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,三重攻击	飞踢		万灵药,139,72.02%,52
,,啄钻		飞踢		万灵药,3,75.0%,3
,,三重攻击	飞踢		得分加速装置,2,100.0%,2
,,三重攻击	飞踢		攻击强化,1,100.0%,1
,,三重攻击	高速移动	万灵药,1,50.0%,2
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,充能坠饰	猛攻哑铃	锐利之爪,110,69.18%,40
,,增速护腕	猛攻哑铃	锐利之爪,26,83.87%,8
,,充能坠饰	增速护腕	锐利之爪,5,71.43%,2
,,充能坠饰	猛攻哑铃	轻石,2,100.0%,1
,,得分护盾	护符金币	猛攻哑铃,1,100.0%,1
,,猛攻哑铃	轻石	锐利之爪,1,100.0%,1
,,充能坠饰	增速护腕	猛攻哑铃,1,100.0%,1
9,幸福蛋,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,38,4.53%,150,74.26%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,Wolf運ぶ,17,85.0%
,,縁結びノ.*,16,69.57%
,,angeła,12,85.71%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,炸蛋		生蛋		速度强化,61,71.76%,20
,,帮助		神秘守护	速度强化,60,77.92%,24
,,帮助		神秘守护	逃脱按键,12,66.67%,1
,,帮助		神秘守护	伤药	,10,71.43%,3
,,炸蛋		神秘守护	速度强化,5,83.33%,2
,,炸蛋		生蛋		脱壳忍者玩偶,1,100.0%,1
,,帮助		生蛋		速度强化,1,100.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,学习装置	救援屏障	气势头带,40,78.43%,10
,,学习装置	援助头巾	救援屏障,51,76.12%,8
,,学习装置	救援屏障	进击眼镜,15,60.0%,8
,,吃剩的东西	学习装置	救援屏障,23,76.67%,6
,,学习装置	救援屏障	能量增幅器,15,68.18%,3
,,学习装置	援助头巾	进击眼镜,4,100.0%,1
,,吃剩的东西	学习装置	援助头巾,2,100.0%,1
,,亿奥斯饼干	学习装置	救援屏障,0,0.0%,1
11,伽勒尔烈焰马,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,42,4.42%,143,72.59%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,hoshizora,20,64.52%
,,CKL・MarkGod,15,75.0%
,,LD・Piachu,14,82.35%
