,一共游戏场数,8059
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,学习装置	气势头带	轻石,98,77.17%,9
,,力量头带	学习装置	气势头带,27,58.7%,7
,,学习装置	气势头带	猛攻哑铃,28,68.29%,6
,,亿奥斯饼干	学习装置	气势头带,36,75.0%,5
,,弱点保险	气势头带	猛攻哑铃,13,76.47%,4
,,学习装置	救援屏障	气势头带,10,83.33%,4
,,学习装置	弱点保险	气势头带,7,46.67%,4
,,力量头带	气势头带	猛攻哑铃,15,83.33%,3
,,亿奥斯饼干	气势头带	猛攻哑铃,2,100.0%,2
,,亿奥斯饼干	力量头带	气势头带,2,100.0%,1
,,亿奥斯饼干	弱点保险	气势头带,1,100.0%,1
,,亿奥斯饼干	力量头带	猛攻哑铃,1,50.0%,1
,,力量头带	救援屏障	气势头带,0,0.0%,1
,,学习装置	救援屏障	猛攻哑铃,0,0.0%,1
,,亿奥斯饼干	学习装置	猛攻哑铃,0,0.0%,1
9,梦幻,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,42,3.95%,233,73.27%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,Llzsia,38,77.55%
,,水・Copito.,28,80.0%
,,Pirate愛,15,78.95%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,日光束	光墙		逃脱按键,97,70.8%,28
,,冲浪		高速移动	逃脱按键,57,69.51%,28
,,电球		高速移动	逃脱按键,56,82.35%,24
,,电球		光墙		逃脱按键,9,100.0%,7
,,电球		指导		逃脱按键,4,57.14%,5
,,日光束	高速移动	逃脱按键,3,60.0%,5
,,日光束	光墙		万灵药,2,100.0%,1
,,冲浪		高速移动	万灵药,1,100.0%,1
,,电球		高速移动	万灵药,1,100.0%,1
,,日光束	光墙		攻击强化,1,100.0%,1
,,冲浪		光墙		逃脱按键,1,100.0%,1
,,电球		高速移动	速度强化,1,50.0%,1
,,冲浪		指导		逃脱按键,0,0.0%,1
,,日光束	光墙		速度强化,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,博识眼镜	穿透汤匙	讲究眼镜,196,74.52%,33
,,穿透汤匙	讲究眼镜	进击眼镜,24,66.67%,5
,,博识眼镜	讲究眼镜	进击眼镜,7,87.5%,1
,,博识眼镜	穿透汤匙	进击眼镜,5,83.33%,1
,,穿透汤匙	讲究眼镜	贝壳之铃,1,33.33%,1
,,博识眼镜	讲究眼镜	贝壳之铃,0,0.0%,1
10,拉普拉斯,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,49,3.9%,224,71.34%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,mql,42,85.71%
,,King-Scopes,22,84.62%
,,MehdiW,17,70.83%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,终焉之歌	冰冻光束	速度强化,98,67.12%,32
,,终焉之歌	泡沫光线	速度强化,81,75.7%,16
,,终焉之歌	冰冻光束	伤药	,28,84.85%,3
,,水之波动	泡沫光线	速度强化,14,60.87%,9
,,水之波动	冰冻光束	速度强化,3,75.0%,4
,,终焉之歌	泡沫光线	伤药	,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,气势头带	穿透汤匙	进击眼镜,122,69.71%,22
,,学习装置	气势头带	穿透汤匙,68,71.58%,19
,,学习装置	气势头带	进击眼镜,4,80.0%,2
,,亿奥斯饼干	穿透汤匙	进击眼镜,0,0.0%,2
,,亿奥斯饼干	学习装置	气势头带,22,84.62%,1
,,穿透汤匙	讲究眼镜	进击眼镜,4,80.0%,1
,,亿奥斯饼干	气势头带	进击眼镜,3,60.0%,1
,,气势头带	讲究眼镜	进击眼镜,1,100.0%,1
11,索罗亚克,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,43,3.66%,204,69.15%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,<b>Ryū龍</b>,28,68.29%
,,ryanxoxo,27,81.82%
,,YASHRANGERA,14,82.35%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,暗袭要害	居合劈	万灵药,148,71.84%,31
,,出奇一击	暗影爪	万灵药,30,63.83%,10
,,暗袭要害	暗影爪	万灵药,12,57.14%,9
,,出奇一击	居合劈	万灵药,5,100.0%,4
,,出奇一击	居合劈	脱壳忍者玩偶,5,55.56%,1
,,暗袭要害	居合劈	脱壳忍者玩偶,4,80.0%,4
,,暗袭要害	居合劈	逃脱按键,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,弱点保险	猛攻哑铃	轻石,30,75.0%,6
,,力量头带	连打围巾	锐利之爪,20,76.92%,6
,,弱点保险	猛攻哑铃	锐利之爪,27,71.05%,5
,,弱点保险	气势头带	猛攻哑铃,63,75.9%,4
,,亿奥斯饼干	猛攻哑铃	锐利之爪,14,60.87%,4
,,弱点保险	猛攻哑铃	能量增幅器,5,55.56%,4
,,力量头带	焦点镜	锐利之爪,11,64.71%,2
,,猛攻哑铃	能量增幅器	锐利之爪,2,33.33%,2
,,亿奥斯饼干	弱点保险	猛攻哑铃,14,73.68%,1
,,力量头带	轻石	锐利之爪,5,38.46%,1
,,猛攻哑铃	轻石	锐利之爪,3,100.0%,1
,,气势头带	猛攻哑铃	锐利之爪,2,66.67%,1
,,力量头带	弱点保险	能量增幅器,2,66.67%,1
,,亿奥斯饼干	猛攻哑铃	轻石,2,33.33%,1
,,力量头带	气势头带	轻石,1,100.0%,1
,,气势头带	猛攻哑铃	轻石,1,100.0%,1
,,力量头带	猛攻哑铃	锐利之爪,1,50.0%,1
,,猛攻哑铃	轻石	连打围巾,1,50.0%,1
12,呆壳兽,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,45,3.6%,199,68.62%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,SaD·溫柔,27,64.29%
,,Crinskiシ,19,86.36%
,,99ムkaibutsu,15,78.95%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,冲浪		瞬间失忆	逃脱按键,61,74.39%,14
,,冲浪		意念移物	逃脱按键,43,62.32%,15
,,热水		瞬间失忆	逃脱按键,27,65.85%,11
,,冲浪		瞬间失忆	伤药	,25,71.43%,9
,,冲浪		意念移物	伤药	,16,72.73%,4
,,热水		意念移物	逃脱按键,12,75.0%,3
,,热水		瞬间失忆	速度强化,7,87.5%,2
,,热水		瞬间失忆	伤药	,3,100.0%,3
,,热水		意念移物	速度强化,3,60.0%,2
,,冲浪		意念移物	速度强化,2,50.0%,1
,,热水		意念移物	攻击强化,0,0.0%,1
,,冲浪		瞬间失忆	速度强化,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,学习装置	气势头带	讲究眼镜,102,65.38%,22
,,学习装置	救援屏障	气势头带,79,80.61%,8
,,学习装置	气势头带	穿透汤匙,6,50.0%,5
,,气势头带	穿透汤匙	进击眼镜,7,63.64%,3
,,学习装置	救援屏障	讲究眼镜,2,40.0%,1
,,救援屏障	气势头带	穿透汤匙,1,100.0%,1
,,学习装置	气势头带	贝壳之铃,1,50.0%,1
,,学习装置	得分护盾	气势头带,1,50.0%,1
,,博识眼镜	学习装置	气势头带,0,0.0%,1
,,凸凸头盔	学习装置	气势头带,0,0.0%,1
,,博识眼镜	穿透汤匙	讲究眼镜,0,0.0%,1
13,嘟嘟利,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,31,2.71%,156,71.56%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,YASHRANGERA,30,73.17%
,,Natchosrider,25,73.53%
,,LyNMajorㅤ,22,78.57%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,啄钻		飞踢		万灵药,134,72.04%,28
,,三重攻击	飞踢		万灵药,16,84.21%,2
,,三重攻击	高速移动	万灵药,3,30.0%,6
,,三重攻击	高速移动	脱壳忍者玩偶,2,100.0%,1
,,啄钻		飞踢		脱壳忍者玩偶,1,100.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,猛攻哑铃	轻石	锐利之爪,64,71.11%,15
,,亿奥斯饼干	猛攻哑铃	锐利之爪,38,71.7%,10
,,亿奥斯饼干	猛攻哑铃	轻石,42,75.0%,3
,,猛攻哑铃	能量增幅器	锐利之爪,5,83.33%,1
,,学习装置	猛攻哑铃	轻石,4,40.0%,1
,,力量头带	猛攻哑铃	轻石,3,100.0%,1
14,武道熊师,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,36,2.67%,150,69.77%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,<b>Ryū龍</b>,50,75.76%
,,LDG・Gekoann,22,81.48%
,,Natchosrider,15,78.95%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,水流连打	水流裂破	万灵药,117,69.64%,27
,,暗冥强击	深渊突刺	逃脱按键,28,71.79%,10
,,水流连打	水流裂破	逃脱按键,3,75.0%,3
,,暗冥强击	深渊突刺	万灵药,2,100.0%,1
,,水流连打	水流裂破	攻击强化,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,力量头带	弱点保险	锐利之爪,51,65.38%,16
,,力量头带	猛攻哑铃	锐利之爪,69,77.53%,4
,,气势头带	猛攻哑铃	锐利之爪,7,53.85%,3
,,力量头带	焦点镜	锐利之爪,2,100.0%,2
,,弱点保险	猛攻哑铃	锐利之爪,2,66.67%,2
,,猛攻哑铃	能量增幅器	锐利之爪,6,66.67%,1
,,力量头带	焦点镜	猛攻哑铃,4,50.0%,1
,,力量头带	弱点保险	能量增幅器,2,100.0%,1
,,弱点保险	气势头带	猛攻哑铃,2,100.0%,1
,,猛攻哑铃	轻石	锐利之爪,2,50.0%,1
,,弱点保险	焦点镜	猛攻哑铃,1,100.0%,1
,,气势头带	焦点镜	锐利之爪,1,100.0%,1
,,力量头带	气势头带	锐利之爪,1,50.0%,1
,,弱点保险	能量增幅器	锐利之爪,0,0.0%,1
15,妖火红狐,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,40,2.63%,134,63.21%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,ttvSazuro,15,51.72%
,,WeStanSZA,12,66.67%
,,Pirate愛,11,84.62%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,魔法火焰	蓄能焰袭	逃脱按键,78,63.93%,26
,,大字爆炎	火焰旋涡	逃脱按键,31,64.58%,17
,,大字爆炎	火焰旋涡	速度强化,15,55.56%,3
,,魔法火焰	蓄能焰袭	脱壳忍者玩偶,4,100.0%,2
,,魔法火焰	火焰旋涡	逃脱按键,4,66.67%,3
,,大字爆炎	蓄能焰袭	逃脱按键,2,50.0%,2
,,大字爆炎	火焰旋涡	脱壳忍者玩偶,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,穿透汤匙	能量增幅器	讲究眼镜,65,67.71%,21
,,穿透汤匙	能量增幅器	贝壳之铃,57,60.0%,12
,,博识眼镜	能量增幅器	贝壳之铃,6,54.55%,2
,,能量增幅器	讲究眼镜	贝壳之铃,3,60.0%,2
,,博识眼镜	能量增幅器	讲究眼镜,1,100.0%,1
,,博识眼镜	穿透汤匙	能量增幅器,1,100.0%,1
,,博识眼镜	穿透汤匙	讲究眼镜,1,33.33%,1
16,沙奈朵,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,27,2.54%,161,78.54%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,DxD_Yuta¿,70,74.47%
,,iPiploo・p,19,86.36%
,,Todoroki実ツ,18,81.82%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,精神强念	精神冲击	逃脱按键,89,77.39%,19
,,月亮之力	精神冲击	逃脱按键,51,79.69%,8
,,精神强念	预知未来	逃脱按键,10,76.92%,8
,,月亮之力	预知未来	逃脱按键,9,90.0%,4
,,精神强念	预知未来	速度强化,1,100.0%,1
,,精神强念	预知未来	脱壳忍者玩偶,1,100.0%,1
,,月亮之力	预知未来	速度强化,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,博识眼镜	穿透汤匙	讲究眼镜,126,77.3%,17
,,穿透汤匙	能量增幅器	讲究眼镜,14,93.33%,5
,,博识眼镜	穿透汤匙	能量增幅器,19,79.17%,3
,,博识眼镜	学习装置	穿透汤匙,1,100.0%,1
,,穿透汤匙	讲究眼镜	贝壳之铃,1,50.0%,1
17,路卡利欧,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,50,2.43%,131,66.84%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,LFTヤGenius,19,76.0%
,,IllusionOp水,10,100.0%
,,<b>Ryū龍</b>,7,77.78%
