,一共游戏场数,6602
1,千面避役,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,96,15.87%,721,68.8%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,[King皇帝],61,68.54%
,,i7・Luisss,58,82.86%
,,Darkbangidon,39,76.47%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,致命针刺	狙击		逃脱按键,400,70.3%,69
,,杂技		水流裂破	逃脱按键,269,66.26%,68
,,致命针刺	水流裂破	逃脱按键,34,69.39%,11
,,致命针刺	狙击		脱壳忍者玩偶,7,100.0%,3
,,杂技		狙击		逃脱按键,7,70.0%,2
,,杂技		水流裂破	脱壳忍者玩偶,3,100.0%,2
,,杂技		水流裂破	速度强化,1,50.0%,1
,,致命针刺	狙击		万灵药,0,0.0%,1
,,致命针刺	狙击		速度强化,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,博识眼镜	穿透汤匙	讲究眼镜,601,67.83%,86
,,咒术熏香	穿透汤匙	讲究眼镜,12,52.17%,6
,,博识眼镜	咒术熏香	穿透汤匙,108,77.7%,4
2,梦幻,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,82,15.56%,713,69.43%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,ぽれぽんた!!,60,68.18%
,,なこ^._.^,44,73.33%
,,2EZ丨77chin,32,72.73%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,日光束	光墙		逃脱按键,325,67.01%,71
,,电球		高速移动	逃脱按键,163,79.13%,47
,,冲浪		高速移动	逃脱按键,160,65.84%,52
,,电球		指导		逃脱按键,38,80.85%,27
,,电球		光墙		逃脱按键,12,70.59%,11
,,日光束	高速移动	逃脱按键,8,66.67%,10
,,日光束	光墙		攻击强化,2,100.0%,2
,,日光束	光墙		得分加速装置,2,66.67%,1
,,冲浪		高速移动	得分加速装置,1,100.0%,1
,,日光束	指导		逃脱按键,1,100.0%,1
,,电球		指导		攻击强化,1,100.0%,1
,,冲浪		光墙		逃脱按键,0,0.0%,5
,,冲浪		指导		逃脱按键,0,0.0%,4
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,博识眼镜	穿透汤匙	讲究眼镜,691,69.52%,74
,,咒术熏香	穿透汤匙	讲究眼镜,13,72.22%,4
,,讲究眼镜	贝壳之铃	进击眼镜,5,71.43%,1
,,博识眼镜	穿透汤匙	贝壳之铃,2,100.0%,1
,,博识眼镜	咒术熏香	穿透汤匙,2,40.0%,1
,,博识眼镜	讲究眼镜	进击眼镜,0,0.0%,1
3,苍响,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,66,11.13%,519,70.61%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,hyper__king,43,68.25%
,,Repecツ,42,67.74%
,,アマルカ,39,70.91%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,圣剑		高速移动	逃脱按键,471,71.58%,58
,,圣剑		高速移动	伤药	,24,75.0%,1
,,圣剑		嬉闹		逃脱按键,9,60.0%,8
,,圣剑		嬉闹		伤药	,4,80.0%,1
,,圣剑		高速移动	万灵药,4,80.0%,3
,,金属爪	高速移动	逃脱按键,3,23.08%,5
,,圣剑		高速移动	迟缓烟雾,1,100.0%,1
,,圣剑		嬉闹		攻击强化,1,100.0%,1
,,金属爪	嬉闹		攻击强化,1,50.0%,1
,,金属爪	嬉闹		逃脱按键,1,33.33%,2
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,焦点镜	腐朽的剑	锐利之爪,293,69.43%,39
,,力量头带	腐朽的剑	锐利之爪,120,74.07%,10
,,力量头带	焦点镜	腐朽的剑,24,68.57%,9
,,焦点镜	腐朽的剑	连打围巾,52,69.33%,5
,,亿奥斯饼干	猛攻哑铃	腐朽的剑,25,73.53%,1
,,咒术手镯	突击背心	腐朽的剑,4,80.0%,1
,,气势头带	焦点镜	腐朽的剑,1,50.0%,1
4,谜拟丘,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,66,9.45%,432,69.23%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,hyper__king,31,65.96%
,,EA・MarkGod,30,88.24%
,,OG°LeBronne,27,72.97%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,嬉闹		影子偷袭	逃脱按键,147,70.67%,22
,,嬉闹		影子偷袭	脱壳忍者玩偶,65,58.04%,17
,,嬉闹		影子偷袭	万灵药,50,76.92%,17
,,嬉闹		影子偷袭	速度强化,41,61.19%,12
,,嬉闹		影子偷袭	攻击强化,34,68.0%,11
,,暗影爪	影子偷袭	逃脱按键,27,75.0%,13
,,暗影爪	影子偷袭	速度强化,18,85.71%,7
,,嬉闹		戏法空间	伤药	,9,100.0%,1
,,暗影爪	影子偷袭	攻击强化,9,60.0%,6
,,嬉闹		影子偷袭	迟缓烟雾,8,66.67%,2
,,嬉闹		影子偷袭	伤药	,4,100.0%,2
,,暗影爪	影子偷袭	万灵药,4,66.67%,3
,,暗影爪	影子偷袭	脱壳忍者玩偶,3,100.0%,2
,,嬉闹		戏法空间	逃脱按键,3,75.0%,3
,,嬉闹		戏法空间	脱壳忍者玩偶,2,100.0%,2
,,暗影爪	戏法空间	万灵药,2,100.0%,1
,,嬉闹		戏法空间	速度强化,2,100.0%,1
,,暗影爪	影子偷袭	伤药	,1,100.0%,1
,,嬉闹		戏法空间	万灵药,1,100.0%,1
,,暗影爪	戏法空间	逃脱按键,1,100.0%,1
,,暗影爪	戏法空间	速度强化,1,100.0%,1
,,暗影爪	戏法空间	脱壳忍者玩偶,0,0.0%,1
,,嬉闹		戏法空间	迟缓烟雾,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,力量头带	猛攻哑铃	锐利之爪,54,60.0%,15
,,弱点保险	猛攻哑铃	锐利之爪,106,78.52%,14
,,气势头带	猛攻哑铃	锐利之爪,28,71.79%,7
,,力量头带	弱点保险	锐利之爪,47,65.28%,5
,,焦点镜	猛攻哑铃	锐利之爪,21,63.64%,4
,,力量头带	气势头带	锐利之爪,37,68.52%,3
,,咒术手镯	弱点保险	猛攻哑铃,18,66.67%,3
,,力量头带	焦点镜	锐利之爪,7,53.85%,3
,,亿奥斯饼干	弱点保险	猛攻哑铃,30,88.24%,1
,,救援屏障	猛攻哑铃	锐利之爪,18,78.26%,1
,,弱点保险	焦点镜	锐利之爪,15,57.69%,1
,,力量头带	弱点保险	猛攻哑铃,13,65.0%,1
,,弱点保险	猛攻哑铃	能量增幅器,12,66.67%,1
,,学习装置	气势头带	突击背心,10,100.0%,1
,,咒术手镯	猛攻哑铃	锐利之爪,8,88.89%,1
,,弱点保险	气势头带	猛攻哑铃,4,57.14%,1
,,力量头带	咒术手镯	猛攻哑铃,3,37.5%,1
,,力量头带	轻石	锐利之爪,1,25.0%,1
,,猛攻哑铃	能量增幅器	锐利之爪,0,0.0%,1
,,亿奥斯饼干	气势头带	猛攻哑铃,0,0.0%,1
5,冰伊布,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,72,9.39%,422,68.06%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,ろむまるです,49,79.03%
,,はいふ4649,23,74.19%
,,9Lana,21,75.0%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,冰锥		冰砾		逃脱按键,350,69.44%,64
,,冰冻之风	冷冻干燥	逃脱按键,48,65.75%,18
,,冰锥		冰砾		脱壳忍者玩偶,14,63.64%,7
,,冰锥		冰砾		攻击强化,4,80.0%,2
,,冰冻之风	冰砾		逃脱按键,2,66.67%,1
,,冰锥		冰砾		速度强化,2,18.18%,4
,,冰冻之风	冷冻干燥	脱壳忍者玩偶,1,100.0%,1
,,冰锥		冷冻干燥	逃脱按键,1,100.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,博识眼镜	穿透汤匙	讲究眼镜,168,73.36%,16
,,博识眼镜	穿透汤匙	贝壳之铃,72,67.29%,13
,,博识眼镜	咒术熏香	穿透汤匙,70,62.5%,11
,,博识眼镜	穿透汤匙	能量增幅器,10,47.62%,9
,,穿透汤匙	能量增幅器	贝壳之铃,33,71.74%,5
,,咒术熏香	穿透汤匙	讲究眼镜,7,58.33%,4
,,穿透汤匙	讲究眼镜	贝壳之铃,3,37.5%,2
,,咒术熏香	穿透汤匙	连打围巾,2,50.0%,2
,,力量头带	咒术熏香	穿透汤匙,1,50.0%,2
,,咒术熏香	穿透汤匙	贝壳之铃,18,81.82%,1
,,穿透汤匙	讲究眼镜	连打围巾,14,53.85%,1
,,力量头带	博识眼镜	穿透汤匙,9,90.0%,1
,,博识眼镜	救援屏障	穿透汤匙,8,66.67%,1
,,力量头带	穿透汤匙	贝壳之铃,3,100.0%,1
,,博识眼镜	咒术熏香	讲究眼镜,3,75.0%,1
,,咒术熏香	穿透汤匙	能量增幅器,1,100.0%,1
,,博识眼镜	穿透汤匙	连打围巾,0,0.0%,1
6,索罗亚克,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,61,7.42%,324,66.12%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,OG°LeBronne,36,83.72%
,,逃したのあか,35,70.0%
,,亞樹,33,73.33%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,暗袭要害	居合劈	万灵药,144,69.57%,47
,,出奇一击	暗影爪	万灵药,128,60.95%,26
,,暗袭要害	居合劈	逃脱按键,35,83.33%,2
,,暗袭要害	暗影爪	万灵药,11,52.38%,12
,,出奇一击	居合劈	逃脱按键,5,62.5%,1
,,出奇一击	居合劈	万灵药,1,50.0%,2
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,弱点保险	气势头带	猛攻哑铃,113,74.34%,17
,,力量头带	连打围巾	锐利之爪,61,59.22%,15
,,弱点保险	猛攻哑铃	轻石,15,68.18%,5
,,弱点保险	猛攻哑铃	锐利之爪,14,70.0%,5
,,力量头带	弱点保险	锐利之爪,18,58.06%,3
,,亿奥斯饼干	弱点保险	猛攻哑铃,9,64.29%,3
,,力量头带	气势头带	锐利之爪,53,62.35%,2
,,猛攻哑铃	能量增幅器	锐利之爪,17,62.96%,1
,,弱点保险	猛攻哑铃	能量增幅器,9,69.23%,1
,,力量头带	气势头带	猛攻哑铃,5,71.43%,1
,,力量头带	猛攻哑铃	连打围巾,4,80.0%,1
,,力量头带	治愈王冠	锐利之爪,3,75.0%,1
,,咒术手镯	猛攻哑铃	锐利之爪,1,100.0%,1
,,猛攻哑铃	能量增幅器	轻石,1,100.0%,1
,,亿奥斯饼干	猛攻哑铃	锐利之爪,1,50.0%,1
,,弱点保险	气势头带	锐利之爪,0,0.0%,1
,,气势头带	猛攻哑铃	锐利之爪,0,0.0%,1
,,猛攻哑铃	轻石	锐利之爪,0,0.0%,1
7,武道熊师,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,48,6.13%,267,65.93%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,DdL_N'shiro_,53,67.95%
,,ウーラ辛い,21,75.0%
,,ここあった,20,68.97%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,水流连打	水流裂破	万灵药,239,66.57%,41
,,暗冥强击	深渊突刺	逃脱按键,23,57.5%,10
,,暗冥强击	深渊突刺	万灵药,2,66.67%,3
,,暗冥强击	深渊突刺	速度强化,1,100.0%,1
