排名,名称,使用人数,使用率,使用率变化,胜场数,胜率
1,多龙巴鲁托,69,7.33%,6.11%,716,73.59%
2,千面避役,96,6.83%,-2.34%,691,76.19%
3,沙奈朵,82,6.77%,0.52%,674,74.97%
4,索罗亚克,88,5.98%,0.31%,552,69.52%
5,火焰鸡,69,5.73%,1.81%,577,75.82%
6,皮可西,77,5.65%,0.17%,554,73.87%
7,冰伊布,99,5.45%,0.94%,537,74.27%
8,爆肌蚊,95,4.64%,0.77%,422,68.51%
9,路卡利欧,86,4.46%,0.8%,431,72.8%
10,朽木妖,70,3.81%,-0.69%,379,74.9%
11,水箭龟,110,3.76%,-1.79%,366,73.35%
12,快龙,53,3.65%,1.97%,363,74.85%
13,叶伊布,85,3.51%,-0.27%,329,70.6%
14,太阳伊布,80,3.1%,1.26%,307,74.51%
14,阿勃梭鲁,53,3.1%,2.47%,295,71.6%
16,谜拟丘,63,2.84%,1.07%,256,67.9%
17,梦幻,65,2.76%,0.08%,279,76.02%
18,月亮伊布,75,2.69%,-1.51%,264,73.95%
19,岩殿居蟹,61,2.65%,1.04%,242,68.75%
20,白蓬蓬,52,2.46%,-1.11%,230,70.55%
21,魔幻假面喵,43,2.43%,0.75%,240,74.3%
22,捷拉奥拉,41,2.21%,0.25%,212,72.11%
23,胡帕,47,2.13%,-0.43%,210,74.2%
24,花疗环环,43,2.08%,-0.79%,200,72.46%
25,狙射树枭,65,1.99%,0.36%,197,74.62%
26,嘟嘟利,48,1.95%,-0.01%,197,76.06%
27,水晶灯火灵,59,1.93%,-0.05%,188,73.44%
28,巨金怪,55,1.91%,-14.07%,182,71.94%
29,卡比兽,47,1.89%,0.16%,193,76.89%
30,呆壳兽,59,1.71%,-0.23%,180,79.3%
31,闪焰王牌,42,1.68%,-0.96%,158,70.85%
32,烈箭鹰,36,1.67%,-1.17%,154,69.37%
33,甲贺忍蛙,57,1.66%,1.27%,143,64.71%
34,幸福蛋,43,1.54%,-1.26%,161,78.54%
35,象牙猪,40,1.49%,0.53%,138,69.7%
36,妙蛙花,66,1.47%,0.02%,146,74.87%
37,阿罗拉九尾,51,1.42%,0.05%,124,65.61%
38,武道熊师,42,1.4%,-0.02%,137,73.66%
39,仙子伊布,71,1.39%,-3.97%,131,70.81%
40,玛力露丽,30,1.39%,0.94%,135,73.37%
41,皮卡丘,48,1.14%,0.33%,111,73.03%
42,耿鬼,19,1.08%,0.85%,108,75.0%
43,勾魂眼,18,1.03%,0.33%,98,71.53%
44,班基拉斯,18,1.02%,0.43%,99,73.33%
45,古月鸟,49,1.0%,-0.19%,94,70.68%
46,甜冷美后,32,0.99%,-0.57%,86,65.15%
47,烈咬陆鲨,34,0.94%,0.36%,90,72.0%
48,妖火红狐,52,0.79%,0.02%,78,74.29%
49,魔墙人偶,43,0.77%,-0.96%,79,77.45%
50,怪力,39,0.71%,0.03%,70,74.47%
51,拉普拉斯,38,0.66%,-0.2%,60,68.18%
52,巨钳螳螂,31,0.66%,-0.21%,56,64.37%
53,胖可丁,36,0.52%,-2.98%,53,76.81%
54,喷火龙,22,0.48%,0.18%,48,75.0%
55,超梦Y,10,0.41%,-1.87%,37,67.27%
56,坚盾剑怪,33,0.34%,-0.15%,29,64.44%
57,铝钢龙,9,0.24%,-0.13%,24,75.0%
58,黏美龙,16,0.21%,-0.3%,23,82.14%
59,藏饱栗鼠,16,0.18%,-0.19%,15,62.5%
60,苍响,4,0.08%,-2.06%,10,90.91%
61,超梦X,2,0.03%,-0.18%,3,75.0%
