排名,名称,使用人数,使用率,使用率变化,胜场数,胜率
1,苍响,101,12.09%,4.08%,717,74.61%
2,武道熊师,81,9.82%,3.94%,570,73.08%
3,谜拟丘,87,8.19%,3.25%,465,71.43%
4,密勒顿,80,7.65%,2.86%,428,70.39%
5,达克莱伊,81,7.25%,-4.29%,409,71.01%
6,甜冷美后,81,7.13%,-2.12%,412,72.66%
7,火焰鸡,84,6.15%,1.84%,359,73.42%
8,烈咬陆鲨,67,5.39%,3.02%,305,71.26%
9,索罗亚克,64,4.82%,0.73%,269,70.23%
10,嘟嘟利,66,4.71%,1.69%,281,75.13%
11,月亮伊布,67,4.63%,1.14%,260,70.65%
12,可达鸭,63,4.23%,-7.35%,281,83.63%
13,幸福蛋,51,4.19%,0.54%,246,73.87%
14,苍炎刃鬼,52,3.9%,1.27%,220,70.97%
15,梦幻,62,3.54%,1.81%,195,69.4%
16,阿勃梭鲁,43,3.35%,1.41%,179,67.29%
17,路卡利欧,64,3.31%,1.46%,192,73.0%
18,叶伊布,57,2.97%,-0.76%,157,66.53%
19,巨锻匠,11,2.64%,0.0%,137,65.24%
20,巨钳螳螂,47,2.63%,-0.46%,153,73.21%
21,朽木妖,53,2.42%,0.96%,146,76.04%
22,超梦Y,41,2.37%,1.17%,128,68.09%
23,怪力,40,2.24%,1.42%,128,71.91%
24,甲贺忍蛙,60,2.09%,-0.21%,122,73.49%
25,卡比兽,36,1.91%,0.87%,115,75.66%
26,白蓬蓬,34,1.84%,0.94%,108,73.97%
27,呆壳兽,37,1.71%,0.67%,85,62.5%
28,象牙猪,36,1.7%,1.17%,92,68.15%
29,胡帕,29,1.61%,0.65%,90,70.31%
30,千面避役,32,1.55%,0.48%,77,62.6%
31,狙射树枭,22,1.5%,0.16%,86,72.27%
32,花疗环环,37,1.4%,-0.62%,83,74.77%
33,藏饱栗鼠,37,1.38%,0.13%,85,77.27%
34,太阳伊布,32,1.33%,0.0%,70,66.04%
35,勾魂眼,17,1.3%,0.02%,71,68.93%
36,红莲铠骑,25,1.15%,-0.1%,73,80.22%
37,烈箭鹰,37,1.13%,0.16%,61,67.78%
38,冰伊布,31,1.09%,-1.54%,66,75.86%
39,班基拉斯,16,1.06%,0.54%,59,70.24%
40,阿罗拉九尾,24,1.04%,0.24%,58,69.88%
41,巨金怪,34,1.01%,0.34%,53,66.25%
42,闪焰王牌,20,0.99%,0.04%,61,77.22%
43,沙奈朵,21,0.94%,-0.22%,61,81.33%
44,耿鬼,15,0.91%,-0.44%,53,73.61%
45,皮可西,29,0.81%,-0.22%,43,67.19%
46,妙蛙花,23,0.79%,-0.04%,50,79.37%
47,水晶灯火灵,14,0.77%,0.49%,51,83.61%
48,魔幻假面喵,11,0.72%,0.09%,43,75.44%
49,岩殿居蟹,25,0.65%,-0.15%,37,71.15%
50,捷拉奥拉,19,0.62%,-0.28%,34,69.39%
51,爆肌蚊,22,0.58%,-0.07%,27,58.7%
51,魔墙人偶,22,0.58%,0.45%,35,76.09%
51,水箭龟,23,0.58%,0.25%,29,63.04%
54,妖火红狐,15,0.53%,0.21%,32,76.19%
55,凤王,12,0.5%,-0.03%,28,70.0%
56,坚盾剑怪,21,0.44%,0.18%,24,68.57%
57,快龙,22,0.43%,0.21%,25,73.53%
58,暴鲤龙,21,0.36%,-0.84%,24,82.76%
59,拉普拉斯,13,0.35%,-0.33%,19,67.86%
60,胖可丁,9,0.33%,-0.03%,15,57.69%
61,皮卡丘,18,0.28%,-0.42%,19,86.36%
62,仙子伊布,10,0.26%,0.03%,15,71.43%
62,多龙巴鲁托,6,0.26%,-1.03%,13,61.9%
64,喷火龙,12,0.25%,0.06%,15,75.0%
65,古月鸟,7,0.24%,0.07%,14,73.68%
66,黏美龙,4,0.19%,-0.05%,11,73.33%
67,玛力露丽,7,0.14%,-0.75%,9,81.82%
68,列阵兵,4,0.08%,-0.0%,3,50.0%
69,铝钢龙,5,0.06%,0.0%,3,60.0%
70,超梦X,3,0.04%,-0.09%,3,100.0%
