排名,名称,使用人数,使用率,使用率变化,胜场数,胜率
1,超梦X,82,27.08%,0.0%,2366,76.99%
2,苍响,73,10.2%,5.44%,888,76.75%
3,千面避役,83,10.05%,-1.1%,858,75.26%
4,叶伊布,82,7.34%,-10.61%,639,76.71%
5,阿罗拉九尾,79,6.24%,0.42%,548,77.4%
6,月亮伊布,84,5.77%,-21.08%,510,77.86%
7,花疗环环,62,5.68%,4.88%,493,76.43%
8,拉普拉斯,75,4.91%,-2.29%,422,75.76%
9,路卡利欧,78,3.92%,2.7%,308,69.21%
9,索罗亚克,62,3.92%,-9.43%,317,71.24%
11,武道熊师,63,3.59%,-2.07%,299,73.46%
12,呆壳兽,65,3.53%,-0.24%,302,75.31%
13,捷拉奥拉,69,3.5%,3.38%,277,69.77%
14,梦幻,73,3.44%,-0.7%,290,74.36%
15,皮可西,60,3.27%,-5.03%,272,73.32%
16,嘟嘟利,44,3.09%,-1.25%,265,75.5%
17,胡帕,50,2.64%,-3.52%,217,72.33%
18,水箭龟,44,2.14%,0.05%,174,71.6%
19,妙蛙花,53,1.97%,-0.16%,176,78.57%
20,水晶灯火灵,53,1.81%,-4.15%,153,74.63%
21,妖火红狐,45,1.8%,-2.46%,156,76.47%
22,象牙猪,52,1.79%,1.56%,147,72.41%
23,冰伊布,48,1.72%,-0.49%,149,76.41%
24,闪焰王牌,35,1.54%,0.88%,129,73.71%
25,沙奈朵,38,1.3%,0.03%,116,78.91%
25,甲贺忍蛙,33,1.3%,0.56%,100,68.03%
27,快龙,26,1.29%,-6.41%,111,76.03%
28,幸福蛋,42,1.17%,-0.07%,109,81.95%
29,太阳伊布,48,1.14%,0.1%,102,79.07%
30,爆肌蚊,27,1.11%,-0.75%,89,70.63%
31,巨钳螳螂,26,1.08%,-0.04%,93,75.61%
32,狙射树枭,34,1.0%,0.13%,81,71.05%
33,白蓬蓬,33,0.91%,-1.58%,86,83.5%
34,怪力,28,0.85%,-0.32%,71,73.2%
35,黏美龙,20,0.7%,0.63%,52,65.82%
36,卡比兽,21,0.69%,-1.38%,61,78.21%
37,朽木妖,25,0.66%,-0.95%,45,60.0%
38,玛力露丽,12,0.64%,0.05%,57,78.08%
39,岩殿居蟹,9,0.59%,0.38%,42,62.69%
40,耿鬼,12,0.5%,0.16%,43,75.44%
41,烈箭鹰,21,0.37%,-0.18%,31,73.81%
41,勾魂眼,21,0.37%,-0.69%,28,66.67%
43,皮卡丘,18,0.31%,0.08%,28,80.0%
44,古月鸟,20,0.3%,-0.57%,25,73.53%
45,甜冷美后,7,0.27%,0.16%,24,77.42%
46,仙子伊布,17,0.26%,-0.34%,23,79.31%
47,胖可丁,18,0.22%,0.01%,17,68.0%
48,坚盾剑怪,12,0.19%,-0.31%,13,59.09%
49,魔墙人偶,15,0.19%,-0.21%,15,71.43%
50,喷火龙,9,0.18%,-0.12%,13,65.0%
51,班基拉斯,11,0.17%,-0.11%,14,73.68%
51,烈咬陆鲨,5,0.17%,-0.38%,13,68.42%
51,阿勃梭鲁,13,0.17%,-0.04%,14,73.68%
54,多龙巴鲁托,6,0.14%,-0.04%,13,81.25%
55,藏饱栗鼠,7,0.13%,0.02%,13,86.67%
56,铝钢龙,9,0.11%,-0.1%,8,66.67%
