排名,名称,使用人数,使用率,使用率变化,胜场数,胜率
1,武道熊师,53,21.94%,2.99%,655,70.51%
2,梦幻,54,19.48%,2.62%,585,70.91%
3,巨钳螳螂,60,17.26%,-0.95%,481,65.8%
4,嘟嘟利,49,15.66%,2.23%,469,70.74%
5,勾魂眼,45,15.47%,2.3%,476,72.67%
6,甲贺忍蛙,37,9.49%,3.02%,277,68.91%
7,魔墙人偶,45,7.63%,-3.38%,230,71.21%
8,路卡利欧,48,6.26%,-0.04%,180,67.92%
9,多龙巴鲁托,27,5.67%,1.82%,159,66.25%
10,妖火红狐,46,5.5%,-2.26%,169,72.53%
11,玛力露丽,30,5.1%,1.1%,134,62.04%
12,幸福蛋,39,4.6%,0.57%,137,70.26%
13,古月鸟,30,4.37%,0.99%,114,61.62%
14,冰伊布,29,3.97%,-2.26%,119,70.83%
15,怪力,35,3.28%,0.14%,99,71.22%
16,卡比兽,31,3.19%,-1.52%,97,71.85%
17,甜冷美后,30,3.14%,0.38%,99,74.44%
17,坚盾剑怪,27,3.14%,-0.62%,83,62.41%
19,索罗亚克,19,3.12%,1.3%,84,63.64%
20,象牙猪,24,3.05%,0.16%,91,70.54%
21,沙奈朵,29,2.9%,-1.15%,95,77.24%
22,阿勃梭鲁,18,2.62%,1.9%,69,62.16%
23,白蓬蓬,26,2.57%,-1.53%,77,70.64%
24,班基拉斯,20,2.53%,1.77%,76,71.03%
25,烈咬陆鲨,13,1.91%,1.34%,57,70.37%
26,水箭龟,24,1.87%,-0.62%,55,69.62%
27,闪焰王牌,23,1.72%,-1.76%,46,63.01%
28,妙蛙花,21,1.58%,0.2%,44,65.67%
29,皮可西,14,1.56%,1.04%,43,65.15%
30,太阳伊布,23,1.51%,0.7%,41,64.06%
31,爆肌蚊,24,1.39%,-1.82%,37,62.71%
32,呆壳兽,27,1.37%,-1.53%,41,70.69%
33,铝钢龙,7,1.25%,1.06%,36,67.92%
34,胖可丁,15,1.23%,0.83%,35,67.31%
35,胡帕,14,1.11%,0.13%,28,59.57%
35,耿鬼,14,1.11%,-2.31%,25,53.19%
37,狙射树枭,20,1.06%,-0.66%,29,64.44%
37,阿罗拉九尾,16,1.06%,-0.37%,30,66.67%
39,快龙,18,0.85%,0.35%,22,61.11%
40,皮卡丘,21,0.83%,-0.49%,22,62.86%
41,烈箭鹰,22,0.73%,0.2%,20,64.52%
42,仙子伊布,17,0.68%,-0.02%,20,68.97%
43,捷拉奥拉,12,0.66%,0.49%,18,64.29%
44,藏饱栗鼠,11,0.59%,-0.34%,17,68.0%
45,朽木妖,9,0.45%,0.22%,9,47.37%
46,岩殿居蟹,8,0.33%,-0.31%,7,50.0%
47,喷火龙,5,0.14%,-0.01%,2,33.33%
