排名,名称,使用人数,使用率,使用率变化,胜场数,胜率
1,超梦Y,43,20.66%,0.0%,928,72.44%
2,超梦X,74,16.92%,-22.57%,758,72.26%
3,苍响,63,13.44%,-2.79%,594,71.31%
4,拉普拉斯,72,9.71%,-0.88%,420,69.77%
5,皮可西,41,7.11%,-2.98%,299,67.8%
6,千面避役,59,7.0%,0.2%,313,72.12%
7,阿罗拉九尾,58,6.34%,-2.61%,277,70.48%
8,梦幻,46,5.26%,-0.99%,225,69.02%
9,月亮伊布,50,4.98%,0.96%,221,71.52%
10,幸福蛋,48,4.68%,3.06%,231,79.66%
11,武道熊师,39,4.45%,-0.74%,198,71.74%
11,妙蛙花,52,4.45%,2.19%,190,68.84%
13,索罗亚克,38,4.11%,-1.94%,161,63.14%
14,烈咬陆鲨,28,3.98%,3.31%,181,73.28%
15,白蓬蓬,37,3.97%,1.37%,183,74.39%
16,叶伊布,46,3.95%,0.09%,163,66.53%
17,水箭龟,35,2.77%,-1.27%,124,72.09%
18,冰伊布,38,2.76%,-1.98%,110,64.33%
19,岩殿居蟹,41,2.71%,2.37%,116,69.05%
20,妖火红狐,33,2.61%,0.67%,124,76.54%
21,太阳伊布,31,2.48%,1.02%,105,68.18%
22,嘟嘟利,32,2.11%,0.12%,97,74.05%
23,沙奈朵,25,2.1%,0.09%,103,79.23%
24,胡帕,28,1.82%,0.43%,71,62.83%
25,花疗环环,25,1.45%,-2.14%,54,60.0%
26,呆壳兽,27,1.24%,-1.14%,54,70.13%
27,怪力,23,1.19%,0.34%,54,72.97%
28,路卡利欧,25,1.08%,-2.03%,47,70.15%
29,朽木妖,34,1.06%,-0.2%,40,60.61%
30,水晶灯火灵,20,0.94%,0.01%,43,74.14%
30,卡比兽,19,0.94%,0.4%,42,72.41%
32,爆肌蚊,13,0.9%,0.17%,43,76.79%
33,烈箭鹰,22,0.74%,0.56%,33,71.74%
34,黏美龙,16,0.69%,0.16%,26,60.47%
35,象牙猪,13,0.58%,0.05%,25,69.44%
36,甲贺忍蛙,15,0.45%,-0.1%,17,60.71%
36,狙射树枭,14,0.45%,-0.67%,19,67.86%
36,古月鸟,21,0.45%,-0.17%,19,67.86%
39,勾魂眼,8,0.42%,0.26%,20,76.92%
40,巨钳螳螂,13,0.39%,-0.24%,8,33.33%
41,捷拉奥拉,12,0.37%,-2.57%,15,65.22%
42,仙子伊布,8,0.35%,-0.34%,19,86.36%
43,班基拉斯,9,0.31%,0.16%,13,68.42%
44,胖可丁,7,0.24%,0.06%,9,60.0%
44,魔墙人偶,7,0.24%,-0.02%,9,60.0%
46,阿勃梭鲁,7,0.23%,-0.02%,10,71.43%
46,闪焰王牌,12,0.23%,-0.31%,10,71.43%
48,皮卡丘,13,0.21%,-0.13%,12,92.31%
48,甜冷美后,8,0.21%,0.07%,12,92.31%
50,坚盾剑怪,6,0.16%,-0.11%,9,90.0%
51,藏饱栗鼠,9,0.15%,0.06%,8,88.89%
52,快龙,5,0.11%,-0.1%,4,57.14%
53,铝钢龙,4,0.1%,0.03%,5,83.33%
53,玛力露丽,4,0.1%,-0.17%,4,66.67%
53,喷火龙,4,0.1%,0.03%,3,50.0%
56,耿鬼,3,0.06%,-0.11%,2,50.0%
57,多龙巴鲁托,1,0.05%,-0.09%,2,66.67%
