排名,名称,使用人数,使用率,使用率变化,胜场数,胜率
1,火焰鸡,75,8.38%,-0.1%,347,72.59%
2,武道熊师,71,7.94%,2.08%,317,69.98%
3,叶伊布,64,6.73%,-1.31%,279,72.66%
4,索罗亚克,59,6.22%,0.47%,247,69.58%
5,谜拟丘,67,6.03%,-0.68%,230,66.86%
6,月亮伊布,59,5.47%,0.96%,234,75.0%
7,达克莱伊,55,5.12%,-1.25%,227,77.74%
8,梦幻,50,4.59%,1.21%,171,65.27%
9,嘟嘟利,66,4.4%,-0.68%,174,69.32%
10,密勒顿,60,4.28%,1.2%,164,67.21%
11,甲贺忍蛙,54,4.17%,-1.17%,163,68.49%
11,幸福蛋,40,4.17%,0.93%,171,71.85%
13,超梦Y,47,3.54%,-0.4%,140,69.31%
14,阿勃梭鲁,31,3.52%,-0.07%,135,67.16%
15,苍响,36,3.49%,0.85%,136,68.34%
16,苍炎刃鬼,46,3.24%,0.47%,122,65.95%
17,烈咬陆鲨,45,3.14%,0.66%,121,67.6%
18,怪力,55,2.91%,0.13%,112,67.47%
19,路卡利欧,51,2.79%,-0.54%,101,63.52%
19,朽木妖,47,2.79%,0.06%,111,69.81%
21,可达鸭,18,2.73%,0.0%,115,73.72%
22,千面避役,37,2.49%,0.34%,101,71.13%
23,耿鬼,24,2.37%,0.97%,101,74.81%
24,太阳伊布,40,2.31%,0.03%,102,77.27%
25,呆壳兽,34,2.07%,1.23%,79,66.95%
26,藏饱栗鼠,32,2.02%,0.17%,87,75.65%
27,甜冷美后,33,2.0%,-1.63%,77,67.54%
28,冰伊布,40,1.96%,-0.94%,85,75.89%
29,沙奈朵,31,1.82%,-0.9%,77,74.04%
30,胡帕,26,1.61%,-0.16%,69,75.0%
31,象牙猪,28,1.56%,-0.12%,61,68.54%
31,白蓬蓬,24,1.56%,-0.77%,50,56.18%
33,皮卡丘,22,1.47%,0.59%,57,67.86%
34,魔幻假面喵,14,1.45%,-0.13%,63,75.9%
35,闪焰王牌,23,1.44%,-0.58%,55,67.07%
36,拉普拉斯,38,1.26%,-0.64%,44,61.11%
36,卡比兽,24,1.26%,0.27%,50,69.44%
38,巨钳螳螂,22,1.17%,0.24%,42,62.69%
38,捷拉奥拉,21,1.17%,-0.16%,50,74.63%
40,妙蛙花,23,1.14%,0.29%,46,70.77%
41,凤王,23,1.12%,0.29%,41,64.06%
42,皮可西,20,1.09%,-0.07%,41,66.13%
42,列阵兵,7,1.09%,0.27%,47,75.81%
44,烈箭鹰,23,1.05%,0.06%,42,70.0%
45,暴鲤龙,18,1.0%,0.06%,41,71.93%
46,红莲铠骑,15,0.98%,0.0%,41,73.21%
47,岩殿居蟹,24,0.89%,-0.13%,38,74.51%
48,水箭龟,25,0.88%,-0.72%,29,58.0%
49,班基拉斯,7,0.84%,0.37%,35,72.92%
50,花疗环环,23,0.82%,0.31%,33,70.21%
50,仙子伊布,22,0.82%,0.37%,32,68.09%
52,阿罗拉九尾,18,0.77%,-0.18%,28,63.64%
52,快龙,22,0.77%,0.1%,28,63.64%
54,坚盾剑怪,24,0.75%,0.15%,34,79.07%
55,爆肌蚊,22,0.74%,-0.1%,30,71.43%
56,魔墙人偶,20,0.72%,0.24%,32,78.05%
57,胖可丁,12,0.7%,0.23%,29,72.5%
58,狙射树枭,24,0.63%,-0.07%,25,69.44%
59,巨金怪,12,0.61%,-0.29%,24,68.57%
60,玛力露丽,13,0.56%,0.02%,23,71.88%
61,妖火红狐,17,0.53%,0.17%,20,66.67%
62,喷火龙,11,0.42%,0.05%,18,75.0%
63,勾魂眼,14,0.35%,-0.02%,13,65.0%
64,黏美龙,12,0.32%,0.1%,14,77.78%
65,超梦X,8,0.3%,0.14%,11,64.71%
66,古月鸟,8,0.21%,-0.01%,5,41.67%
67,水晶灯火灵,4,0.14%,-0.15%,4,50.0%
67,多龙巴鲁托,6,0.14%,-0.12%,3,37.5%
69,铝钢龙,2,0.04%,-0.1%,2,100.0%
