排名,名称,使用人数,使用率,使用率变化,胜场数,胜率
1,火焰鸡,65,10.52%,0.57%,461,71.36%
2,魔幻假面喵,49,10.3%,3.05%,436,68.99%
3,梦幻,52,7.46%,2.66%,303,66.16%
4,密勒顿,48,7.4%,-9.23%,339,74.67%
5,叶伊布,77,7.27%,-0.53%,300,67.26%
6,索罗亚克,61,6.96%,-4.01%,309,72.37%
7,千面避役,64,6.63%,-1.46%,271,66.58%
8,巨钳螳螂,70,6.45%,5.04%,277,69.95%
9,水箭龟,70,5.67%,1.47%,234,67.24%
10,岩殿居蟹,51,4.61%,-0.42%,188,66.43%
11,爆肌蚊,52,4.55%,-0.47%,171,61.29%
12,幸福蛋,53,4.32%,1.54%,177,66.79%
13,白蓬蓬,42,3.91%,0.68%,190,79.17%
14,路卡利欧,47,3.88%,0.53%,163,68.49%
15,朽木妖,63,3.6%,-0.88%,145,65.61%
16,月亮伊布,53,3.57%,-0.34%,145,66.21%
17,暴鲤龙,38,3.23%,-1.55%,137,69.19%
18,太阳伊布,48,3.05%,1.3%,124,66.31%
19,皮可西,39,2.95%,-1.61%,129,71.27%
20,超梦Y,31,2.88%,-0.19%,113,63.84%
21,妖火红狐,43,2.82%,1.33%,118,68.21%
22,胡帕,33,2.77%,0.71%,125,73.53%
23,冰伊布,40,2.54%,-1.15%,108,69.23%
24,烈箭鹰,24,2.46%,1.56%,103,68.21%
25,仙子伊布,43,2.41%,0.48%,102,68.92%
26,呆壳兽,40,2.36%,0.0%,104,71.72%
27,嘟嘟利,38,2.31%,-0.13%,103,72.54%
27,妙蛙花,40,2.31%,0.81%,85,59.86%
29,象牙猪,33,1.94%,-0.12%,88,73.95%
30,多龙巴鲁托,7,1.71%,0.58%,70,66.67%
31,快龙,29,1.69%,0.59%,74,71.15%
32,谜拟丘,36,1.63%,-0.22%,67,67.0%
33,苍响,29,1.53%,-2.01%,67,71.28%
34,花疗环环,37,1.48%,-0.35%,54,59.34%
35,喷火龙,32,1.38%,1.1%,57,67.06%
36,古月鸟,22,1.37%,-0.0%,61,72.62%
37,武道熊师,25,1.35%,-1.16%,53,63.86%
38,烈咬陆鲨,28,1.24%,-0.66%,51,67.11%
39,狙射树枭,31,1.21%,0.09%,46,62.16%
40,皮卡丘,29,1.19%,0.47%,46,63.01%
41,藏饱栗鼠,23,1.12%,0.85%,51,73.91%
42,沙奈朵,24,1.04%,-0.29%,48,75.0%
43,勾魂眼,21,1.03%,0.18%,52,82.54%
44,捷拉奥拉,21,0.91%,-0.39%,40,71.43%
45,胖可丁,12,0.88%,0.68%,41,75.93%
46,阿勃梭鲁,16,0.81%,-0.29%,37,74.0%
46,甜冷美后,20,0.81%,0.11%,33,66.0%
48,魔墙人偶,22,0.7%,-0.29%,27,62.79%
49,卡比兽,26,0.64%,-0.02%,28,71.79%
50,闪焰王牌,12,0.6%,0.16%,27,72.97%
51,甲贺忍蛙,24,0.57%,-0.23%,24,68.57%
51,拉普拉斯,21,0.57%,0.13%,19,54.29%
53,水晶灯火灵,23,0.52%,-0.01%,23,71.88%
54,阿罗拉九尾,17,0.49%,0.36%,20,66.67%
55,班基拉斯,8,0.46%,0.2%,17,60.71%
56,怪力,17,0.39%,-0.38%,18,75.0%
57,坚盾剑怪,11,0.37%,-0.14%,14,60.87%
58,黏美龙,11,0.33%,-0.16%,14,70.0%
59,玛力露丽,7,0.31%,-0.38%,13,68.42%
60,耿鬼,6,0.24%,0.03%,9,60.0%
61,超梦X,10,0.23%,-0.29%,8,57.14%
62,巨金怪,7,0.16%,-0.67%,8,80.0%
63,铝钢龙,7,0.13%,0.03%,3,37.5%
