排名,名称,使用人数,使用率,使用率变化,胜场数,胜率
1,索罗亚克,70,12.43%,1.44%,512,68.27%
2,苍响,52,9.31%,0.69%,415,73.84%
3,千面避役,66,6.96%,1.06%,279,66.43%
4,水箭龟,68,5.86%,0.5%,252,71.19%
5,嘟嘟利,52,5.78%,0.16%,255,73.07%
6,叶伊布,58,5.62%,0.64%,232,68.44%
7,皮可西,44,5.32%,0.71%,242,75.39%
8,冰伊布,52,4.72%,-2.15%,191,67.02%
9,梦幻,46,4.04%,0.64%,180,73.77%
10,多龙巴鲁托,30,3.83%,-0.68%,170,73.59%
11,超梦Y,38,3.53%,-0.63%,161,75.59%
12,爆肌蚊,50,3.5%,0.35%,151,71.56%
13,路卡利欧,49,3.41%,1.19%,140,67.96%
14,拉普拉斯,55,3.33%,0.36%,143,71.14%
15,甜冷美后,25,3.31%,2.15%,150,75.0%
16,朽木妖,37,3.18%,-0.05%,143,74.48%
17,太阳伊布,49,3.1%,0.41%,121,64.71%
18,魔幻假面喵,25,3.05%,1.97%,127,69.02%
19,沙奈朵,38,2.8%,0.13%,122,72.19%
20,胡帕,31,2.58%,0.77%,101,64.74%
21,月亮伊布,39,2.52%,-1.04%,104,68.42%
22,卡比兽,41,2.42%,0.89%,106,72.6%
23,皮卡丘,38,2.34%,0.63%,102,72.34%
24,魔墙人偶,40,2.32%,-0.18%,102,72.86%
25,象牙猪,29,2.29%,0.67%,99,71.74%
26,妙蛙花,51,2.24%,-0.26%,95,70.37%
26,幸福蛋,39,2.24%,0.08%,105,77.78%
26,呆壳兽,32,2.24%,0.84%,99,73.33%
29,阿勃梭鲁,29,2.2%,0.03%,88,66.17%
30,狙射树枭,40,2.15%,0.15%,90,69.23%
31,火焰鸡,36,2.14%,-0.49%,77,59.69%
32,白蓬蓬,31,2.07%,0.33%,98,78.4%
33,古月鸟,38,2.05%,-0.04%,92,74.19%
34,快龙,30,2.02%,0.36%,94,77.05%
35,岩殿居蟹,34,1.97%,0.57%,85,71.43%
36,谜拟丘,29,1.81%,0.62%,70,64.22%
37,玛力露丽,17,1.69%,0.94%,78,76.47%
38,水晶灯火灵,27,1.62%,-0.27%,74,75.51%
39,花疗环环,35,1.52%,-0.03%,61,66.3%
40,闪焰王牌,18,1.44%,-0.65%,62,71.26%
41,武道熊师,26,1.38%,-1.19%,48,57.83%
42,甲贺忍蛙,28,1.31%,0.32%,53,67.09%
43,妖火红狐,31,1.14%,-0.3%,49,71.01%
44,阿罗拉九尾,24,1.09%,-0.48%,45,68.18%
45,怪力,25,1.03%,0.55%,42,67.74%
46,捷拉奥拉,12,0.94%,-0.07%,42,73.68%
47,烈咬陆鲨,19,0.89%,-0.14%,40,74.07%
48,巨钳螳螂,12,0.84%,-0.36%,38,74.51%
49,巨金怪丘,8,0.81%,0.0%,32,65.31%
50,黏美龙,20,0.75%,-0.01%,33,73.33%
51,烈箭鹰,15,0.55%,0.03%,27,81.82%
52,勾魂眼,9,0.46%,0.14%,21,75.0%
53,坚盾剑怪,16,0.43%,-0.86%,21,80.77%
54,藏饱栗鼠,16,0.41%,0.26%,20,80.0%
55,喷火龙,16,0.36%,0.06%,17,77.27%
55,超梦X,14,0.36%,0.06%,15,68.18%
57,胖可丁,11,0.31%,0.01%,14,73.68%
58,仙子伊布,10,0.23%,0.04%,9,64.29%
59,铝钢龙,7,0.22%,0.09%,10,76.92%
60,班基拉斯,9,0.18%,-0.18%,6,54.55%
61,耿鬼,4,0.12%,-0.06%,5,71.43%
